Date,Account,Amount,Subcategory,Memo
2022-08-03,20-74-09 60458872,-252.14,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/137376104 DD
2022-08-03,20-74-09 60458872,-303.51,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/134332909 DD
2022-08-03,20-74-09 60458872,-249.44,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/134333009 DD
2022-08-03,20-74-09 60458872,-2.5,Card Purchase,MILTON_KEYNES_PARK    ON 02 AUG BCC
2022-08-03,20-74-09 60458872,-1.5,Card Purchase,MILTON_KEYNES_PARK    ON 02 AUG BCC
2022-08-03,20-74-09 60458872,-303.73,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/134338410 DD
2022-08-03,20-74-09 60458872,-314.61,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/134467209 DD
2022-08-03,20-74-09 60458872,-192.27,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/132514207 DD
2022-08-03,20-74-09 60458872,-249.3,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/134121904 DD
2022-08-03,20-74-09 40406538,-3.2,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 29 JUL CLP
2022-08-03,20-74-09 40406538,-34.29,Contactless Card Purchase,CO OPERATIVE FOOD     ON 02 AUG CLP
2022-08-03,20-74-09 40406538,-11.3,Contactless Card Purchase,MARKS&SPENCER PLC     ON 02 AUG CLP
2022-08-03,20-74-09 40406538,-60.95,Contactless Card Purchase,NANDOS MILTON KEYN    ON 02 AUG CLP
2022-08-03,20-53-97 30728691,-372.5,Direct Debit,SKIPTON B.S.          SBS00001/165905969 DD
2022-08-03,20-53-97 30728691,-306.45,Direct Debit,TOPAZ FIN JASPER      PRU00010/191462710 DD
2022-08-03,20-74-09 40406538,-13.35,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 01 AUG CLP
2022-08-04,20-74-09 60458872,470.32,Counter Credit,BEALS ESTATE AGENT    196A KINGSTON ROAD BG
2022-08-04,20-74-09 60458872,134.11,Counter Credit,BEALS ESTATE AGENT    FLAT 2171 FAWCETT BGC
2022-08-04,20-74-09 60458872,260.0,Counter Credit,23B HAMPSHIRE         SEQUENCE UK LIMI BGC
2022-08-04,20-53-97 30728691,-75.0,Direct Debit,SHEPHERDS FRIENDLY    PN026484A DDR
2022-08-04,20-53-97 30728691,-1038.0,Bill Payment,BETHANY ALLEN         DEPOSIT RETURN 23B BB
2022-08-04,20-53-97 30728691,-900.0,Bill Payment,BETHANY ALLEN         RENT RETURN 23B BBP
2022-08-04,20-74-09 60458872,-260.0,Card Purchase,Harrods               ON 03 AUG BCC
2022-08-04,20-74-09 40406538,-54.19,Contactless Card Purchase,MFG CHILDS WAY SER    ON 02 AUG CLP
2022-08-04,20-74-09 40406538,-25.8,Contactless Card Purchase,CO OPERATIVE FOOD     ON 03 AUG CLP
2022-08-04,20-74-09 40406538,-6.3,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 02 AUG CLP
2022-08-04,20-53-97 30728691,452.0,Counter Credit,BEALS ESTATE AGENT    FLAT 78 ALHAMBRA R BG
2022-08-04,20-74-09 60458872,-28.64,Contactless Card Purchase,MARKS&SPENCER PLC     ON 03 AUG CLP
2022-08-04,20-53-97 30728691,-75.0,Standing Order,KINGSTON UNITY        PL684048A VALENTNO ST
2022-08-05,20-74-09 40406538,24.5,Card Purchase,Vestiaire Collecti    ON 04 AUG BCC
2022-08-05,60-83-71 00558156,850.0,REVENUE,DANIELLE FULKER 171 flat 3 
2022-08-05,20-74-09 40406538,-80.8,Card Purchase,BOUX AVENUE LTD 00    ON 03 AUG BCC
2022-08-05,20-74-09 40406538,-32.55,Contactless Card Purchase,KOKORO                ON 04 AUG CLP
2022-08-05,20-74-09 40406538,-12.2,Contactless Card Purchase,MARKS&SPENCER PLC     ON 04 AUG CLP
2022-08-05,20-74-09 40406538,-20.98,Contactless Card Purchase,WH SMITH              ON 04 AUG CLP
2022-08-05,20-74-09 60458872,-1.5,Card Purchase,MILTON_KEYNES_PARK    ON 04 AUG BCC
2022-08-08,20-74-09 60458872,-12.95,Card Purchase,AMZNMktplace          ON 05 AUG BCC
2022-08-08,20-74-09 40406538,-11.95,Contactless Card Purchase,43035295 COSTA COF    ON 06 AUG CLP
2022-08-08,20-74-09 40406538,-53.09,Card Purchase,CO OPERATIVE FOOD     ON 05 AUG BCC
2022-08-08,20-53-97 30728691,-289.4,Direct Debit,BHAM MIDSHIRES        6092076502030000 DDR
2022-08-09,20-74-09 60458872,-26.64,Direct Debit,BHAM MIDSHIRES        6792116703030000 DDR
2022-08-09,20-74-09 60458872,-60.0,Contactless Card Purchase,THE GARAGE SHEFFOR    ON 08 AUG CLP
2022-08-09,60-83-71 00558156,5.0,REVENUE,JACKSON H TEST 
2022-08-09,60-83-71 00558156,1.0,REVENUE,CIPRIAN GEORGESCU F2 321 LONDON ROAD 
2022-08-09,20-74-09 40406538,-8.0,Direct Debit,ID MOBILE LIMITED     12253154/001 DDR
2022-08-09,20-74-09 40406538,-119.81,Card Purchase,WM MORRISONS STORE    ON 08 AUG BCC
2022-08-09,20-74-09 40406538,-93.21,Contactless Card Purchase,JOHN R FORD & SONS    ON 08 AUG CLP
2022-08-09,20-74-09 40406538,-1.2,Contactless Card Purchase,WM MORRISONS STORE    ON 08 AUG CLP
2022-08-10,60-83-71 00558156,452.0,REVENUE,BEALS ESTATE AGENT FLAT 1412-14 ALHAM 
2022-08-10,20-74-09 40406538,-20.0,Cash Withdrawal,NOTEMACHINE           KASH'S BUDGENS09AUG 1
2022-08-10,20-74-09 40406538,-3.74,Contactless Card Purchase,SHELL 3 ELSTOW ROA    ON 09 AUG CLP
2022-08-10,60-83-71 00558156,369.0,REVENUE,BEALS ESTATE AGENT FLAT 68 ALHAMBRA R 
2022-08-10,20-74-09 40406538,-26.8,Contactless Card Purchase,MARKS&SPENCER PLC     ON 09 AUG CLP
2022-08-10,20-74-09 40406538,-4.0,Contactless Card Purchase,26 Esplanade          ON 09 AUG CLP
2022-08-10,20-74-09 60458872,-145.74,Direct Debit,BHAM MIDSHIRES        6092096352060000 DDR
2022-08-10,20-74-09 40406538,-12.5,Contactless Card Purchase,Vue Cinemas           ON 09 AUG CLP
2022-08-10,20-74-09 40406538,-18.96,Contactless Card Purchase,Vue Cinemas           ON 09 AUG CLP
2022-08-11,20-74-09 40406538,-3.57,Contactless Card Purchase,MCDONALDS             ON 10 AUG CLP
2022-08-11,20-74-09 40406538,-9.0,Contactless Card Purchase,SPORTSDIRECT 233      ON 10 AUG CLP
2022-08-11,20-74-09 60458872,-80.0,Funds Transfer,CHRISTOPHER ROGERS    CR88 4163 FT
2022-08-11,20-74-09 60458872,-50.0,Funds Transfer,CHRISTOPHER ROGERS    CR891171FAW FT
2022-08-11,20-74-09 60458872,-100.0,Funds Transfer,CHRISTOPHER ROGERS    CR90169171COM FT
2022-08-11,20-74-09 60458872,-45.0,Funds Transfer,CHRISTOPHER ROGERS    CR9123BSOCKET FT
2022-08-11,20-74-09 60458872,-192.0,Funds Transfer,A BECK PLUMBING       1364611618 FT
2022-08-11,20-74-09 60458872,-18.99,Card Purchase,Etsy.com - NeonDre    IRELANDON 10 AUG BCC
2022-08-11,60-83-71 00558156,635.2,REVENUE,BEALS ESTATE AGENT FLAT 1171 FAWCETT 
2022-08-12,20-74-09 40406538,103.2,Card Purchase,COAST FASHION         ON 24 JUL BCC
2022-08-12,60-83-71 00558156,630.0,REVENUE,K PARSON RENT 
2022-08-12,20-74-09 60458872,-188.35,Direct Debit,BHAM MIDSHIRES        6092021491040000 DDR
2022-08-12,20-74-09 40406538,-10.79,Contactless Card Purchase,HOME BARGAINS         ON 11 AUG CLP
2022-08-12,20-74-09 60458872,248.0,Card Purchase,Harrods               ON 03 AUG BCC
2022-08-12,20-53-97 30728691,-37.68,Direct Debit,AVIVA LIFE            014033997 DDR
2022-08-12,20-74-09 40406538,-21.5,Contactless Card Purchase,MARKS&SPENCER PLC     ON 11 AUG CLP
2022-08-15,20-53-97 30728691,-249.3,Direct Debit,TOPAZ FIN JASPER      PRU00010/190778206 DD
2022-08-15,20-74-09 60458872,-366.23,Direct Debit,LAND ROVER FS         579452160 DDR
2022-08-15,20-53-97 30728691,-61.65,Direct Debit,BT GROUP PLC          GB14092007-000095 DDR
2022-08-15,20-53-97 30728691,-242.59,Direct Debit,PLATFORM FUNDING      01050228957685 DDR
2022-08-15,20-74-09 60458872,-71.0,Card Purchase,MARKS&SPENCER PLC     ON 12 AUG BCC
2022-08-15,20-74-09 60458872,-10.99,Card Purchase,AMZNMktplace          ON 14 AUG BCC
2022-08-15,20-74-09 60458872,-288.42,Direct Debit,PLATFORM FUNDING      01050228979115 DDR
2022-08-15,20-74-09 60458872,-158.14,Card Purchase,TESCO STORE 2547      ON 12 AUG BCC
2022-08-15,60-83-71 00558156,600.0,REVENUE,Barber Bria RENT 
2022-08-15,60-83-71 00558156,900.0,REVENUE,"Marley Callaway & Samuel Pidduck flat 22, 4-6 rent "
2022-08-15,60-83-71 00558156,700.0,REVENUE,INGOLDSBY K A FLAT 19 ALHAMBRA 
2022-08-15,60-83-71 00558156,675.0,REVENUE,JOHN A RENT 
2022-08-15,60-83-71 00558156,700.0,REVENUE,MARIA C RENT FLAT 23 4-6 
2022-08-15,60-83-71 00558156,314.6,REVENUE,BEALS ESTATE AGENT SHOP196 KINGSTON R 
2022-08-15,60-83-71 00558156,495.0,REVENUE,HAJEK V FAWCETT169 
2022-08-15,20-74-09 60458872,-16.99,Card Purchase,Spotify P1D1E29902    ON 13 AUG BCC
2022-08-15,20-74-09 60458872,-54.2,Contactless Card Purchase,WAGAMAMA MILTON KE    ON 13 AUG CLP
2022-08-15,20-74-09 60458872,62.0,Contactless Card Refund,MARKS&SPENCER PLC     ON 13 AUG CLR
2022-08-15,20-53-97 30728691,-249.35,Direct Debit,TOPAZ FIN JASPER      PRU00010/190812705 DD
2022-08-15,20-53-97 30728691,-249.26,Direct Debit,TOPAZ FIN JASPER      PRU00010/190859506 DD
2022-08-15,20-74-09 60458872,-242.59,Direct Debit,PLATFORM FUNDING      01050228957650 DDR
2022-08-15,20-53-97 30728691,-257.96,Direct Debit,TOPAZ FIN JASPER      PRU00010/190885203 DD
2022-08-15,20-53-97 30728691,-257.96,Direct Debit,TOPAZ FIN JASPER      PRU00010/190892600 DD
2022-08-15,20-53-97 30728691,-249.26,Direct Debit,TOPAZ FIN JASPER      PRU00010/190959705 DD
2022-08-15,20-74-09 40406538,-8.25,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 11 AUG CLP
2022-08-15,20-74-09 40406538,238.4,Card Purchase,COAST FASHION         ON 24 JUL BCC
2022-08-15,20-74-09 40406538,254.4,Card Purchase,COAST FASHION         ON 27 JUL BCC
2022-08-15,20-74-09 40406538,-12.9,Contactless Card Purchase,CO OPERATIVE FOOD     ON 13 AUG CLP
2022-08-15,20-74-09 40406538,-30.0,Contactless Card Purchase,HARRODS BEAUTY LTD    ON 13 AUG CLP
2022-08-15,20-74-09 40406538,-19.1,Contactless Card Purchase,MARKS&SPENCER PLC     ON 13 AUG CLP
2022-08-15,20-74-09 40406538,-7.35,Contactless Card Purchase,MCDONALDS             ON 13 AUG CLP
2022-08-15,20-74-09 40406538,-3.0,Contactless Card Purchase,Ninja Warrior Milt    ON 13 AUG CLP
2022-08-15,20-53-97 30728691,-249.31,Direct Debit,TOPAZ FIN JASPER      PRU00010/190885105 DD
2022-08-15,20-74-09 40406538,-13.29,Contactless Card Purchase,WAITROSE 722          ON 14 AUG CLP
2022-08-15,20-74-09 40406538,-18.0,Contactless Card Purchase,CO OPERATIVE FOOD     ON 14 AUG CLP
2022-08-16,20-74-09 40406538,-12.05,Contactless Card Purchase,CO OPERATIVE FOOD     ON 15 AUG CLP
2022-08-16,60-83-71 00558156,625.0,REVENUE,STUKAS G PAY RENT 
2022-08-16,20-74-09 60458872,-1188.0,Bill Payment,A BECK PLUMBING       13704 1169 PUMP BBP
2022-08-16,20-74-09 60458872,-80.0,Bill Payment,PORTSEA ISLAND PRO    200 23B REPAIRS BBP
2022-08-16,20-74-09 60458872,-54.0,Bill Payment,A BECK PLUMBING       13693 4 163FRA BBP
2022-08-16,20-74-09 60458872,-19.23,Direct Debit,BHAM MIDSHIRES        6792116720030000 DDR
2022-08-16,20-74-09 60458872,-275.98,Direct Debit,BHAM MIDSHIRES        6092045443050000 DDR
2022-08-16,60-83-71 00558156,54.0,REVENUE,NATSO P BILL 
2022-08-16,60-83-71 00558156,237.7,REVENUE,BEALS ESTATE AGENT FLAT 616-18 ALHAMB 
2022-08-17,20-74-09 60458872,-150.0,Funds Transfer,CREST WINDOWS + CO    FRATTON RD LTD FT
2022-08-17,60-83-71 00558156,750.0,REVENUE,JACKSON H FALT7 
2022-08-17,60-83-71 00558156,-5.0,WORKPLACE,Just Answer *expert JUSTANSWER  *TRIAL 
2022-08-17,20-74-09 60458872,150.0,Funds Transfer,200574 33631583       CREST WINDOWS FT
2022-08-17,20-74-09 40406538,-20.0,Cash Withdrawal,NATIONWIDE B.S.       SILBURY ARCADE17AUG 1
2022-08-17,20-74-09 40406538,-13.3,Contactless Card Purchase,CO OPERATIVE FOOD     ON 16 AUG CLP
2022-08-17,60-83-71 00558156,497.8,REVENUE,BEALS ESTATE AGENT FLAT 1116-18 ALHAM 
2022-08-18,20-74-09 40406538,-2.0,Contactless Card Purchase,MILTON KEYNES PARK    ON 17 AUG CLP
2022-08-18,20-74-09 40406538,-2.0,Contactless Card Purchase,MILTON KEYNES PARK    ON 17 AUG CLP
2022-08-18,20-74-09 40406538,-7.1,Contactless Card Purchase,MARKS&SPENCER PLC     ON 17 AUG CLP
2022-08-18,20-74-09 60458872,-193.55,Direct Debit,BHAM MIDSHIRES        6092042862000000 DDR
2022-08-18,20-74-09 60458872,-9.99,Card Purchase,AMZNMktplace          ON 17 AUG BCC
2022-08-18,20-74-09 60458872,-317.5,Card Purchase,SPECSAVERS            ON 17 AUG BCC
2022-08-18,20-74-09 60458872,-42.0,Contactless Card Purchase,HARRODS BEAUTY LTD    ON 17 AUG CLP
2022-08-18,60-83-71 00558156,89.99,REVENUE,BEALS ESTATE AGENT FLAT 3163 FRATTON 
2022-08-18,60-83-71 00558156,549.0,REVENUE,CIPRIAN GEORGESCU F2 321 LONDON ROAD 
2022-08-19,20-74-09 40406538,-3.9,Card Purchase,MARKS&SPENCER PLC     ON 18 AUG BCC
2022-08-19,20-74-09 40406538,-17.8,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 17 AUG CLP
2022-08-19,20-74-09 40406538,-5.5,Contactless Card Purchase,CHURROS MEXICANOS     ON 18 AUG CLP
2022-08-19,20-74-09 40406538,-5.0,Contactless Card Purchase,CO Events Limited     ON 18 AUG CLP
2022-08-19,20-74-09 40406538,-69.7,Contactless Card Purchase,COSTCO WHOLESALE #    ON 18 AUG CLP
2022-08-19,20-74-09 40406538,-44.5,Contactless Card Purchase,HARRODS BEAUTY LTD    ON 18 AUG CLP
2022-08-19,20-74-09 40406538,-18.61,Contactless Card Purchase,LIDL GB BEDFORD       ON 18 AUG CLP
2022-08-19,20-74-09 40406538,-52.98,Contactless Card Purchase,NEW COUNTY SERVICE    ON 18 AUG CLP
2022-08-19,20-74-09 40406538,-6.8,Contactless Card Purchase,STARBUCKS             ON 18 AUG CLP
2022-08-19,20-74-09 40406538,-20.0,Cash Withdrawal,NOTEMACHINE           ELSTOW SS19AUG 16.23 
2022-08-19,20-74-09 60458872,-15.0,Standing Order,SSE SOUTHERN ELECT    6882766014 STO
2022-08-19,20-74-09 60458872,-7.99,Card Purchase,Amazon Prime*DP5H6    ON 18 AUG BCC
2022-08-19,20-74-09 60458872,-218.2,Card Purchase,SPECSAVERS            ON 18 AUG BCC
2022-08-19,20-74-09 60458872,-49.08,Card Purchase,ZARA                  ON 18 AUG BCC
2022-08-19,20-74-09 60458872,-3.0,Contactless Card Purchase,MILTON KEYNES PARK    ON 18 AUG CLP
2022-08-22,20-74-09 60458872,-13.99,Card Purchase,Amazon.co.uk*9M7GD    ON 21 AUG BCC
2022-08-22,20-53-97 30728691,-10.0,Direct Debit,ID MOBILE LIMITED     11245718/001 DDR
2022-08-22,20-53-97 30728691,-36.88,Direct Debit,ONE CALL INS SERVS    OIP-5-3104389 DDR
2022-08-22,20-74-09 60458872,-180.0,Funds Transfer,ICE PROFESSIONAL S    1555 FT
2022-08-22,20-74-09 60458872,-11.46,Card Purchase,Amazon.co.uk*7W1NO    ON 21 AUG BCC
2022-08-22,60-83-71 00558156,63.62,REVENUE,BEALS ESTATE AGENT FLAT 712-14 ALHAMB 
2022-08-22,20-74-09 60458872,-11.46,Card Purchase,Amazon.co.uk*DR13Z    ON 21 AUG BCC
2022-08-22,20-74-09 60458872,-243.38,Direct Debit,BHAM MIDSHIRES        6092076296020000 DDR
2022-08-22,20-74-09 40406538,-6.15,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 18 AUG CLP
2022-08-22,20-74-09 60458872,-7.86,Card Purchase,AMZNMktplace          ON 21 AUG BCC
2022-08-22,20-74-09 40406538,-40.88,Contactless Card Purchase,WAITROSE 722          ON 21 AUG CLP
2022-08-22,20-74-09 40406538,-6.0,Contactless Card Purchase,COSTA AMPTHILL        ON 21 AUG CLP
2022-08-22,60-83-71 00558156,880.0,REVENUE,IVANOV M RENTSEPTEMBER 
2022-08-22,20-74-09 40406538,80.8,Card Purchase,BOUX AVENUE LTD 00    ON 03 AUG BCC
2022-08-22,20-74-09 40406538,-72.16,Contactless Card Purchase,TESCO STORE 2547      ON 19 AUG CLP
2022-08-22,20-74-09 40406538,-9.27,Contactless Card Purchase,CO OPERATIVE FOOD     ON 21 AUG CLP
2022-08-23,20-74-09 40406538,-7.75,Contactless Card Purchase,CO OPERATIVE FOOD     ON 22 AUG CLP
2022-08-23,20-74-09 40406538,-32.25,Contactless Card Purchase,WAITROSE 722          ON 22 AUG CLP
2022-08-23,20-53-97 30728691,-10.0,Direct Debit,ID MOBILE LIMITED     11888885/001 DDR
2022-08-23,60-83-71 00558156,136.43,REVENUE,BEALS ESTATE AGENT FLAT 1216-18 ALHAM 
2022-08-23,60-83-71 00558156,700.0,REVENUE,Ivo Spinola Ramos  
2022-08-24,60-83-71 00558156,64.06,REVENUE,BEALS ESTATE AGENT FLAT 1012-14 ALHAM 
2022-08-24,60-83-71 00558156,1095.0,REVENUE,HICKS S DEPOSIT 23B HAMPAV 
2022-08-24,60-83-71 00558156,695.0,REVENUE,TUCKER MS 20 4-6 LINDEMERE paid into old account.
2022-08-24,20-74-09 60458872,-139.99,Card Purchase,NO LIMITZ             ON 23 AUG BCC
2022-08-24,20-74-09 60458872,-13.91,Direct Debit,JPMC RE PAYPAL        5CM22229DF5GW DDR
2022-08-24,20-74-09 60458872,695.0,Counter Credit,S Lindemere           20 4-6 ALHAMBRARD BG
2022-08-24,20-74-09 40406538,-4.0,Contactless Card Purchase,BP NEWHAM AVENUE C    ON 22 AUG CLP
2022-08-24,20-74-09 40406538,-15.1,Contactless Card Purchase,TESCO STORE 2087      ON 23 AUG CLP
2022-08-25,60-83-71 00558156,442.84,REVENUE,BEALS ESTATE AGENT FLAT 512-14 ALHAMB 
2022-08-25,60-83-71 00558156,600.0,REVENUE,TUCK+VALEN HSE M BETTSRENT 111214 
2022-08-25,60-83-71 00558156,420.97,REVENUE,BEALS ESTATE AGENT FLAT 1169 FAWCETT 
2022-08-25,60-83-71 00558156,388.38,REVENUE,BEALS ESTATE AGENT FLAT 712-14 ALHAMB 
2022-08-25,60-83-71 00558156,214.3,REVENUE,BEALS ESTATE AGENT FLAT 616-18 ALHAMB 
2022-08-25,60-83-71 00558156,731.0,REVENUE,HICKS S 23BHAMPAVENUE 
2022-08-25,20-74-09 40406538,-8.85,Contactless Card Purchase,43035295 COSTA COF    ON 24 AUG CLP
2022-08-25,20-74-09 40406538,400.0,Funds Transfer,205397 30728691       TRF FT
2022-08-25,20-74-09 60458872,-54.0,Bill Payment,A BECK PLUMBING       13777 4163 BBP
2022-08-25,20-74-09 60458872,-695.0,Bill Payment,RSA CAPITAL LIMITE    20 4-6 LINDEMERE BBP
2022-08-25,20-74-09 60458872,-350.0,Funds Transfer,207409 40406538       TRF FT
2022-08-25,60-83-71 00558156,316.21,REVENUE,BEALS ESTATE AGENT FLAT 3163 FRATTON 
2022-08-25,20-53-97 30728691,-600.0,Bill Payment,RSA CAPITAL LIMITE    M BETTSRENT 111214 BB
2022-08-25,20-53-97 30728691,600.0,Standing Order,MR MICHAEL BETTS      FT11 12-14ALHAMBRA ST
2022-08-25,20-53-97 30728691,-400.0,Funds Transfer,207409 40406538       TRF FT
2022-08-25,20-53-97 30728691,-78.0,Bill Payment,A BECK PLUMBING       13751 101214LEAK8 BBP
2022-08-25,20-74-09 60458872,-355.0,Bill Payment,M TUCKER              COURT FEES 71214 BBP
2022-08-25,60-83-71 00558156,89.0,REVENUE,BEALS ESTATE AGENT FLAT 68 ALHAMBRA R 
2022-08-25,20-74-09 40406538,350.0,Funds Transfer,207409 60458872       TRF FT
2022-08-25,60-83-71 00558156,317.89,REVENUE,BEALS ESTATE AGENT FLAT 2171 FAWCETT 
2022-08-25,60-83-71 00558156,422.29,REVENUE,BEALS ESTATE AGENT FLAT 1612-14 ALHAM 
2022-08-25,60-83-71 00558156,320.15,REVENUE,BEALS ESTATE AGENT FLAT 1216-18 ALHAM 
2022-08-25,60-83-71 00558156,387.94,REVENUE,BEALS ESTATE AGENT FLAT 1012-14 ALHAM 
2022-08-25,20-74-09 40406538,-30.0,Bill Payment,LUISA VALENTINO       PIZZA BBP
2022-08-25,20-74-09 40406538,-39.39,Card Purchase,SP FIORELLI.COM       ON 24 AUG BCC
2022-08-25,20-74-09 40406538,-26.58,Contactless Card Purchase,HOME BARGAINS         ON 24 AUG CLP
2022-08-25,20-74-09 40406538,-25.99,Contactless Card Purchase,HOMESENSE             ON 24 AUG CLP
2022-08-25,20-74-09 40406538,-30.4,Contactless Card Purchase,MARKS&SPENCER PLC     ON 24 AUG CLP
2022-08-26,20-74-09 60458872,-8.45,Contactless Card Purchase,CO OPERATIVE FOOD     ON 25 AUG CLP
2022-08-26,20-74-09 40406538,-34.99,Card Purchase,schuh                 ON 24 AUG BCC
2022-08-26,20-53-97 30728691,-24.04,Direct Debit,H3G                   980404269602240822 DD
2022-08-26,20-74-09 60458872,-8.95,Contactless Card Purchase,POST OFFICE COUNTE    ON 25 AUG CLP
2022-08-26,20-74-09 40406538,-33.41,Card Purchase,NEW COUNTY SERVICE    ON 25 AUG BCC
2022-08-26,20-74-09 40406538,-29.99,Contactless Card Purchase,ZARA                  ON 25 AUG CLP
2022-08-28,60-83-71 00558156,775.0,REVENUE,N Raja Mohammad rent for 23 c 
2022-08-30,20-74-09 60458872,-15.54,Contactless Card Purchase,HOME BARGAINS         ON 27 AUG CLP
2022-08-30,20-74-09 60458872,-29.85,Contactless Card Purchase,DUNELM (SOFT FURNI    ON 26 AUG CLP
2022-08-30,20-74-09 60458872,-122.23,Card Purchase,NEW COUNTY SERVICE    ON 28 AUG BCC
2022-08-30,20-74-09 60458872,-13.99,Card Purchase,Prime Video *QC544    ON 27 AUG BCC
2022-08-30,20-74-09 60458872,-10.99,Card Purchase,MICROSOFT*ULTIMATE    ON 26 AUG BCC
