Date,Account,Amount,Subcategory,Memo
2023-12-04,20-74-09 40406538,-4.35,Contactless Card Purchase,CO OPERATIVE FOOD     ON 02 DEC CLP
2023-12-04,20-74-09 40406538,-24.99,Direct Debit,PNET5304976-1         PNET5304976-1 DDR
2023-12-04,20-74-09 40406538,-17.45,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 02 DEC CLP
2023-12-04,20-74-09 40406538,-29.85,Contactless Card Purchase,CO OPERATIVE FOOD     ON 03 DEC CLP
2023-12-04,20-53-97 30728691,-715.91,Direct Debit,TOPAZ FIN JASPER      PRU00010/191462710 DD
2023-12-04,20-53-97 30728691,-455.14,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/130654303 DD
2023-12-04,20-53-97 30728691,-498.69,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/131188407 DD
2023-12-04,20-53-97 30728691,-498.58,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/131992707 DD
2023-12-04,20-53-97 30728691,-449.18,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/132514207 DD
2023-12-04,20-53-97 30728691,-582.39,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/134121904 DD
2023-12-04,20-53-97 30728691,-709.04,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/134332909 DD
2023-12-04,20-53-97 30728691,-582.73,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/134333009 DD
2023-12-04,20-53-97 30728691,-709.56,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/134338410 DD
2023-12-04,20-53-97 30728691,-734.97,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/134467209 DD
2023-12-04,20-53-97 30728691,9757.22,Counter Credit,Rsa Capital Limite    Mortgages BGC
2023-12-04,20-53-97 30728691,-37.95,Direct Debit,L&G INSURANCE MI      0114399215-231204 DDR
2023-12-04,20-53-97 30728691,-593.39,Direct Debit,PLATFORM FUNDING      01050230313307 DDR
2023-12-04,20-53-97 30728691,-642.82,Direct Debit,PLATFORM FUNDING      01050229961090 DDR
2023-12-04,20-53-97 30728691,-643.92,Direct Debit,PLATFORM FUNDING      01050229961082 DDR
2023-12-04,20-53-97 30728691,-648.06,Direct Debit,PLATFORM FUNDING      01050228964703 DDR
2023-12-04,20-74-09 40406538,-24.29,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 01 DEC CLP
2023-12-04,20-74-09 40406538,-2.2,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 01 DEC CLP
2023-12-04,20-74-09 40406538,-40.29,Contactless Card Purchase,HOMESENSE             ON 02 DEC CLP
2023-12-04,60-83-71 00558156,900.0,REVENUE,FYLES GR RENTF1 16-18 ALHAM 
2023-12-04,20-74-09 60458872,500.0,Counter Credit,M Tucker              SF BGC
2023-12-04,20-74-09 60458872,-10.0,Standing Order,UNITY MUTUAL KU CT    PL684048A VALENTNO ST
2023-12-04,20-74-09 60458872,-300.0,Standing Order,G & F VALENTINO       M TUCKER STO
2023-12-04,20-74-09 60458872,-10.0,Direct Debit,SHEPHERDS FRIENDLY    PN026484A DDR
2023-12-04,60-83-71 00558156,-9757.22,INTEREST_PAYMENTS,Ivana Valentino Mortgages 
2023-12-04,20-74-09 40406538,-3.0,Card Purchase,Bedford Hospital      ON 01 DEC BCC
2023-12-04,20-53-97 30728691,-665.85,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/137376006 DD
2023-12-04,60-83-71 00558156,1000.0,REVENUE,S Bijumon RENT  Dec 2023 
2023-12-04,60-83-71 00558156,-21.0,REPAIRS_AND_MAINTENANCE,Peter Taperek keys 1 171 faw 
2023-12-04,20-53-97 30728691,-589.04,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/137376104 DD
2023-12-04,60-83-71 00558156,-4.01,REPAIRS_AND_MAINTENANCE,Flooringsupplies.C WWW.FLOORINGSUPPLIES.C flat 11  12-14 flooring
2023-12-05,20-74-09 40406538,-3.0,Card Purchase,Bedford Hospital      ON 04 DEC BCC
2023-12-05,20-53-97 30728691,-496.66,Direct Debit,SKIPTON B.S.          SBS00001/165905969 DD
2023-12-05,20-74-09 60458872,-10.0,Funds Transfer,LORDSWOOD ESTATES     TEST FT
2023-12-05,60-83-71 00558156,-66.0,REPAIRS_AND_MAINTENANCE,A Beck Plumbing & Heating LTD 18144 3169 gs 
2023-12-05,60-83-71 00558156,850.0,REVENUE,DANIELLE FULKER 171 flat 3 
2023-12-05,60-83-71 00558156,-5.99,REPAIRS_AND_MAINTENANCE,Peter Taperek key fobs 16 1618 
2023-12-05,60-83-71 00558156,-300.0,REPAIRS_AND_MAINTENANCE,A Beck Plumbing & Heating LTD 18107 20 4-6 toile 
2023-12-05,60-83-71 00558156,-208.1,REPAIRS_AND_MAINTENANCE,Matthew Tucker HT INTERCO23 MT 
2023-12-06,20-74-09 60458872,-750.0,Funds Transfer,LORDSWOOD ESTATES     F23C SC BEHALF MT FT
2023-12-06,20-74-09 60458872,750.0,Funds Transfer,209254 93543692       F23C SC BEHALF MT FT
2023-12-06,20-74-09 60458872,208.1,Counter Credit,Rsa Capital Limite    HT INTERCO23 MT BGC
2023-12-06,20-74-09 60458872,-208.1,Funds Transfer,LORDSWOOD ESTATES     INTERCO22 MT FT
2023-12-06,20-74-09 60458872,-503.12,Funds Transfer,LORDSWOOD ESTATES     INTERCO 22 FT
2023-12-06,20-74-09 60458872,503.12,Funds Transfer,209254 93543692       INTERCO 22 FT
2023-12-06,20-74-09 40406538,-80.29,Card Purchase,TESCO PAY AT PUMP     ON 05 DEC BCC
2023-12-06,20-53-97 30728691,-83.33,Direct Debit,BISL CO-OP CAR INS    136248296367438117 DD
2023-12-06,20-74-09 60458872,-3375.34,Funds Transfer,LORDSWOOD ESTATES     23HTSC 240123 FT
2023-12-06,20-74-09 60458872,27.03,Funds Transfer,209254 93543692       HTINTERESTRESETACC FT
2023-12-06,20-74-09 60458872,3375.34,Funds Transfer,209254 93543692       23 HTSC FROM240123 FT
2023-12-06,20-74-09 40406538,-10.55,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 04 DEC CLP
2023-12-06,20-74-09 40406538,-51.8,Contactless Card Purchase,TESCO STORES 2105     ON 05 DEC CLP
2023-12-06,60-83-71 00558156,-995.0,REPAIRS_AND_MAINTENANCE,LORDSWOOD ESTATES LTD F23BC SC 2023 INS 
2023-12-07,60-83-71 00558156,210.0,REVENUE,Fratton Road FRATTON FIRE RISK 
2023-12-07,60-83-71 00558156,750.0,REVENUE,J BOTTLE RENT 
2023-12-07,60-83-71 00558156,210.0,REVENUE,LORDSWOOD ESTATES LTD HT FIRE RISK 
2023-12-07,60-83-71 00558156,612.3,REVENUE,BEALS ESTATE AGENT 196A KINGSTON ROAD 
2023-12-07,60-83-71 00558156,-579.99,INTEREST_PAYMENTS,Ivana Valentino Mortgages 
2023-12-07,20-53-97 30728691,579.99,Counter Credit,Rsa Capital Limite    Mortgages BGC
2023-12-07,20-74-09 60458872,-14.26,Card Purchase,AMZNMktplace          ON 07 DEC BCC
2023-12-08,20-53-97 30728691,-646.93,Direct Debit,BHAM MIDSHIRES        6092076502030000 DDR
2023-12-08,60-83-71 00558156,850.0,REVENUE,NOUVET G 7 8 ALHAMBRA RENT 
2023-12-08,20-74-09 60458872,-15.0,Standing Order,SSE SOUTHERN ELECT    6882766014 STO
2023-12-08,20-74-09 40406538,-8.0,Direct Debit,ID MOBILE LIMITED     12253154/001 DDR
2023-12-08,20-74-09 40406538,-42.33,Contactless Card Purchase,TESCO STORES 2105     ON 07 DEC CLP
2023-12-09,60-83-71 00558156,1050.0,REVENUE,"A Ancy Treesa Math 23 C ,HT, DEC RENT "
2023-12-11,60-83-71 00558156,538.52,REVENUE,Pcc Housing Benefi 7489 
2023-12-11,20-74-09 40406538,-35.35,Contactless Card Purchase,CO OPERATIVE FOOD     ON 10 DEC CLP
2023-12-11,20-74-09 40406538,-12.74,Contactless Card Purchase,A1 Foods              ON 09 DEC CLP
2023-12-11,20-74-09 40406538,-1.98,Contactless Card Purchase,A1 Foods              ON 09 DEC CLP
2023-12-11,20-74-09 40406538,-8.4,Contactless Card Purchase,CO OPERATIVE FOOD     ON 08 DEC CLP
2023-12-11,20-74-09 40406538,-14.05,Contactless Card Purchase,SHELL FLITWICK 420    ON 08 DEC CLP
2023-12-11,20-74-09 60458872,300.0,Counter Credit,X04025220             childrens christma BG
2023-12-11,20-53-97 30728691,-476.44,Direct Debit,BHAM MIDSHIRES        6092096352060000 DDR
2023-12-11,20-53-97 30728691,-59.3,Direct Debit,BHAM MIDSHIRES        6792116703030000 DDR
2023-12-12,20-53-97 30728691,-37.68,Direct Debit,AVIVA LIFE            014033997 DDR
2023-12-12,20-74-09 40406538,-63.45,Contactless Card Purchase,TESCO STORES 2105     ON 11 DEC CLP
2023-12-12,20-53-97 30728691,-416.41,Direct Debit,BHAM MIDSHIRES        6092021491040000 DDR
2023-12-12,60-83-71 00558156,800.0,REVENUE,Samuel Kirwin Rent 5 12-14 SK 
2023-12-12,60-83-71 00558156,750.0,REVENUE,K PARSON RENT 
2023-12-12,60-83-71 00558156,-105.0,REPAIRS_AND_MAINTENANCE,Aggar E 1 171  access broken communal lock
2023-12-13,60-83-71 00558156,-24.99,REPAIRS_AND_MAINTENANCE,Peter Taperek 11 12-14  baking soda to clean toilet 
2023-12-13,60-83-71 00558156,600.0,REVENUE,HAJEK V FAWCETT169 
2023-12-13,60-83-71 00558156,200.0,REVENUE,SUSAN PARKINSON 50004913 
2023-12-13,60-83-71 00558156,-51.86,VEHICLES,Shell 3 Elstow Road SHELL 3 ELSTOW ROAD 
2023-12-13,60-83-71 00558156,-5.99,REPAIRS_AND_MAINTENANCE,Peter Taperek 11 12-14  cleaning vinegar with baking soda
2023-12-14,20-74-09 40406538,-6.49,Contactless Card Purchase,GAME RETAIL           ON 13 DEC CLP
2023-12-14,20-74-09 40406538,-9.6,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 12 DEC CLP
2023-12-14,60-83-71 00558156,675.0,REVENUE,JOHN A RENT 
2023-12-14,60-83-71 00558156,493.28,REVENUE,BEALS ESTATE AGENT FLAT 2171 FAWCETT 
2023-12-14,60-83-71 00558156,412.3,REVENUE,BEALS ESTATE AGENT FLAT 1612-14 ALHAM 
2023-12-14,60-83-71 00558156,314.6,REVENUE,BEALS ESTATE AGENT SHOP196 KINGSTON R 
2023-12-14,60-83-71 00558156,240.92,REVENUE,BEALS ESTATE AGENT FLAT 1216-18 ALHAM 
2023-12-14,60-83-71 00558156,-105.0,PROFESSIONAL_SERVICES,The Hub Dental Practic THE HUB DENTAL PRACTIC 
2023-12-14,60-83-71 00558156,75.0,REVENUE,JOHN A RENT 
2023-12-14,60-83-71 00558156,-1636.76,INTEREST_PAYMENTS,Ivana Valentino Mortgages 
2023-12-14,60-83-71 00558156,900.0,REVENUE,INGOLDSBY K A FLAT 19 ALHAMBRA 
2023-12-14,20-74-09 40406538,-8.7,Contactless Card Purchase,BOOTSMILTON          ON 13 DEC CLP
2023-12-14,20-74-09 40406538,500.0,Counter Credit,M Tucker              M TUCKER BGC
2023-12-14,20-74-09 60458872,-17.99,Card Purchase,Spotify UK            ON 13 DEC BCC
2023-12-14,60-83-71 00558156,423.73,REVENUE,BEALS ESTATE AGENT FLAT 3163 FRATTON 
2023-12-15,20-53-97 30728691,-582.31,Direct Debit,TOPAZ FIN JASPER      PRU00010/190959705 DD
2023-12-15,20-74-09 40406538,-20.0,Cash Withdrawal,NOTEMACHINE           ELSTOW SS15DEC 08.55 
2023-12-15,20-74-09 60458872,-366.23,Direct Debit,LAND ROVER FS         579452160 DDR
2023-12-15,20-74-09 40406538,-62.17,Contactless Card Purchase,LIDL GB BEDFORD       ON 14 DEC CLP
2023-12-15,20-74-09 40406538,-13.72,Card Purchase,CO OPERATIVE FOOD     ON 14 DEC BCC
2023-12-15,60-83-71 00558156,612.3,REVENUE,BEALS ESTATE AGENT FLAT 1116-18 ALHAM 
2023-12-15,20-53-97 30728691,-582.51,Direct Debit,TOPAZ FIN JASPER      PRU00010/190812705 DD
2023-12-15,20-53-97 30728691,-582.3,Direct Debit,TOPAZ FIN JASPER      PRU00010/190859506 DD
2023-12-15,20-53-97 30728691,-582.42,Direct Debit,TOPAZ FIN JASPER      PRU00010/190885105 DD
2023-12-15,20-53-97 30728691,-602.63,Direct Debit,TOPAZ FIN JASPER      PRU00010/190885203 DD
2023-12-15,20-53-97 30728691,-602.63,Direct Debit,TOPAZ FIN JASPER      PRU00010/190892600 DD
2023-12-15,60-83-71 00558156,770.0,REVENUE,CULLIMOR M&L S. Parkinson 
2023-12-15,20-53-97 30728691,1636.76,Counter Credit,Rsa Capital Limite    Mortgages BGC
2023-12-15,20-53-97 30728691,-648.19,Direct Debit,PLATFORM FUNDING      01050228979115 DDR
2023-12-15,20-53-97 30728691,-545.19,Direct Debit,PLATFORM FUNDING      01050228957685 DDR
2023-12-15,20-53-97 30728691,-545.19,Direct Debit,PLATFORM FUNDING      01050228957650 DDR
2023-12-15,20-53-97 30728691,-582.4,Direct Debit,TOPAZ FIN JASPER      PRU00010/190778206 DD
2023-12-15,60-83-71 00558156,-153.0,REPAIRS_AND_MAINTENANCE,Wickes WICKES BUILDING flat  fawcet road 
2023-12-15,60-83-71 00558156,658.1,REVENUE,BEALS ESTATE AGENT FLAT 1171 FAWCETT 
2023-12-15,60-83-71 00558156,750.0,REVENUE,Bria Barber RENT 
2023-12-15,60-83-71 00558156,850.0,REVENUE,MARIA C RENT FLAT 23 4-6 
2023-12-16,60-83-71 00558156,725.0,REVENUE,R Chowdhury FLAT RENT 
2023-12-17,60-83-71 00558156,-25.99,OTHER,Amazon Marketplace AMZNMktplace 11 12-14 bathroom cabinet 
2023-12-17,60-83-71 00558156,-5855.77,INTEREST_PAYMENTS,Ivana Valentino Mortgages 
2023-12-18,60-83-71 00558156,-1355.86,PROFESSIONAL_SERVICES,Alan Boswells Insurance 0/TUMX23LA03 
2023-12-18,20-74-09 60458872,-3.49,Card Purchase,Prime Video *QE8C4    ON 15 DEC BCC
2023-12-18,20-74-09 60458872,-47.99,Debit,AMAZON* 204-071729    LUXEMBOURGON 15 DEC C
2023-12-18,20-74-09 60458872,-17.99,Direct Debit,PAYPAL PAYMENT        5CM22229DF5GW DDR
2023-12-18,20-74-09 60458872,-12.99,Card Purchase,Amazon.co.uk*EJ5S9    ON 17 DEC BCC
2023-12-18,20-74-09 60458872,-12.99,Card Purchase,AMZNMktplace          ON 17 DEC BCC
2023-12-18,20-74-09 60458872,-5.0,Funds Transfer,ROCCO                 PASTPAPER FT
2023-12-18,60-83-71 00558156,63.55,REVENUE,BEALS ESTATE AGENT FLAT 3163 FRATTON 
2023-12-18,60-83-71 00558156,775.0,REVENUE,M AYLIFFE 7 16-18 ALHAMBRA 
2023-12-18,20-74-09 40406538,55.0,Counter Credit,M Tucker              M TUCKER BGC
2023-12-18,20-74-09 40406538,-205.16,Card Purchase,TESCO STORES 2547     ON 17 DEC BCC
2023-12-18,20-74-09 40406538,-9.35,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 14 DEC CLP
2023-12-18,20-53-97 30728691,-711.78,Direct Debit,BHAM MIDSHIRES        6092045443050000 DDR
2023-12-18,20-53-97 30728691,-430.97,Direct Debit,BHAM MIDSHIRES        6092042862000000 DDR
2023-12-18,20-53-97 30728691,-43.18,Direct Debit,BHAM MIDSHIRES        6792116720030000 DDR
2023-12-18,20-53-97 30728691,5855.77,Counter Credit,Rsa Capital Limite    Mortgages BGC
2023-12-18,20-74-09 40406538,-16.2,Contactless Card Purchase,SPICE                 ON 16 DEC CLP
2023-12-18,20-74-09 40406538,-16.9,Contactless Card Purchase,FLITWICK FISHERIES    ON 16 DEC CLP
2023-12-18,20-74-09 40406538,-13.8,Contactless Card Purchase,CO OPERATIVE FOOD     ON 16 DEC CLP
2023-12-18,20-74-09 40406538,-10.75,Contactless Card Purchase,CO OPERATIVE FOOD     ON 16 DEC CLP
2023-12-18,20-74-09 40406538,-71.95,Contactless Card Purchase,SHELL 3 ELSTOW ROA    ON 15 DEC CLP
2023-12-18,20-74-09 40406538,-1.8,Card Purchase,The Broadway Car P    ON 15 DEC BCC
2023-12-19,60-83-71 00558156,-15.99,REPAIRS_AND_MAINTENANCE,Peter Taperek 3 321 rep 
2023-12-19,20-74-09 40406538,-4.0,Card Purchase,Bedford Hospital      ON 18 DEC BCC
2023-12-19,20-74-09 40406538,-49.5,Contactless Card Purchase,SPECSAVERS            ON 18 DEC CLP
2023-12-19,20-74-09 40406538,-1.5,Contactless Card Purchase,MILTON KEYNES PARK    ON 18 DEC CLP
2023-12-19,60-83-71 00558156,-12.21,REPAIRS_AND_MAINTENANCE,Peter Taperek 3 321 rep 
2023-12-19,60-83-71 00558156,-250.0,REPAIRS_AND_MAINTENANCE,Jijo George 23 11 12-14 repair to reclaim through deposit 
2023-12-19,60-83-71 00558156,-57.99,REPAIRS_AND_MAINTENANCE,Jijo George 24 16 16-18 repair 
2023-12-19,60-83-71 00558156,-8.6,REPAIRS_AND_MAINTENANCE,Jijo George 3 321 repairs 
2023-12-19,60-83-71 00558156,-10.0,REPAIRS_AND_MAINTENANCE,Peter Taperek 3 321 London Road  repairs due to leak 3 321 London Road 
2023-12-19,60-83-71 00558156,-1183.93,INTEREST_PAYMENTS,Ivana Valentino Mortgages 
2023-12-19,20-53-97 30728691,1183.93,Counter Credit,Rsa Capital Limite    Mortgages BGC
2023-12-20,20-53-97 30728691,-10.0,Direct Debit,ID MOBILE LIMITED     11245718/001 DDR
2023-12-20,20-74-09 40406538,500.0,Counter Credit,M Tucker              M TUCKER BGC
2023-12-20,60-83-71 00558156,-250.0,VEHICLES,Ivana Valentino car 
2023-12-20,60-83-71 00558156,30.0,REVENUE,JOSE FRANCISCO GONGORA OLIVA WATER 22 4-6 ALHAM 
2023-12-21,20-74-09 40406538,-25.4,Contactless Card Purchase,HOME BARGAINS         ON 20 DEC CLP
2023-12-21,60-83-71 00558156,-18.3,REPAIRS_AND_MAINTENANCE,Jijo George 3321 repair 
2023-12-21,60-83-71 00558156,87.45,REVENUE,BEALS ESTATE AGENT FLAT 1612-14 ALHAM 
2023-12-21,20-74-09 60458872,-17.99,Card Purchase,AMZNMktplace          ON 20 DEC BCC
2023-12-21,20-74-09 60458872,-44.98,Credit Payment,INTEREST CHARGED      INTEREST CHARGED
2023-12-21,20-74-09 40406538,-38.84,Contactless Card Purchase,SAINSBURY'S S/MKT     ON 20 DEC CLP
2023-12-21,60-83-71 00558156,246.36,REVENUE,BEALS ESTATE AGENT FLAT 1216-18 ALHAM 
2023-12-21,20-53-97 30728691,-10.0,Direct Debit,ID MOBILE LIMITED     11888885/001 DDR
2023-12-22,60-83-71 00558156,612.3,REVENUE,BEALS ESTATE AGENT FLAT 1012-14 ALHAM 
2023-12-22,60-83-71 00558156,-27.98,REPAIRS_AND_MAINTENANCE,Co-op Food CO OPERATIVE FOOD cables for phone
2023-12-22,60-83-71 00558156,-20.4,REPAIRS_AND_MAINTENANCE,Jijo George 3321 repairs  
2023-12-22,20-74-09 40406538,-5.1,Credit Payment,INTEREST CHARGED      INTEREST CHARGED
2023-12-22,20-53-97 30728691,-12.07,Credit Payment,INTEREST CHARGED      INTEREST CHARGED
2023-12-22,20-74-09 40406538,-9.28,Contactless Card Purchase,HALFORDS 0887         ON 21 DEC CLP
2023-12-22,20-74-09 40406538,-14.1,Contactless Card Purchase,CO OPERATIVE FOOD     ON 21 DEC CLP
2023-12-22,20-53-97 30728691,-544.13,Direct Debit,BHAM MIDSHIRES        6092076296020000 DDR
2023-12-22,20-74-09 40406538,-23.0,Card Purchase,DVSA                  ON 20 DEC BCC
2023-12-22,20-74-09 40406538,-9.6,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 20 DEC CLP
2023-12-23,60-83-71 00558156,750.0,REVENUE,"A Joy ANGEL JOY  ,FLAT 7 "
2023-12-23,60-83-71 00558156,-160.0,REPAIRS_AND_MAINTENANCE,Jijo George 25 3321 repairs  
2023-12-23,60-83-71 00558156,750.0,REVENUE,Ivo Spinola Ramos Flat 4 12-14 
2023-12-23,60-83-71 00558156,-10.0,REPAIRS_AND_MAINTENANCE,Peter Taperek 3321 rep 
2023-12-25,60-83-71 00558156,-100.0,REPAIRS_AND_MAINTENANCE,Peter Taperek 3321 rep 
2023-12-27,60-83-71 00558156,-8.99,ADMIN,Amazon Prime Amazon Prime*KF0NZ9LQ5 
2023-12-27,20-53-97 30728691,-25.12,Direct Debit,H3G                   980404269602200072 DD
2023-12-27,20-74-09 60458872,-12.99,Card Purchase,Microsoft*Ultimate    ON 26 DEC BCC
2023-12-27,20-74-09 60458872,-34.99,Card Purchase,AMZNMktplace          ON 26 DEC BCC
2023-12-27,20-74-09 60458872,-100.0,Funds Transfer,ROCCO                 NANNYSUE FT
2023-12-27,20-74-09 60458872,450.0,Counter Credit,M Tucker              SF BGC
2023-12-27,20-74-09 60458872,-450.0,Funds Transfer,ROCCO                 HAPPYCHRISTMAS FT
2023-12-27,20-74-09 60458872,-21.99,Card Purchase,Prime Video *Z70P4    ON 23 DEC BCC
2023-12-27,60-83-71 00558156,137.4,REVENUE,BEALS ESTATE AGENT FLAT 1171 FAWCETT 
2023-12-27,60-83-71 00558156,750.0,REVENUE,MOORE J W F3 12-14 
2023-12-27,20-74-09 40406538,-9.85,Contactless Card Purchase,CO OPERATIVE FOOD     ON 22 DEC CLP
2023-12-27,20-74-09 40406538,-63.95,Contactless Card Purchase,MARKS&SPENCER PLC     ON 23 DEC CLP
2023-12-27,20-74-09 40406538,-20.0,Cash Withdrawal,CARDTRONICS UK LTD    BP - ELSTOW INTERC24D
2023-12-27,20-74-09 40406538,-22.6,Contactless Card Purchase,CO OPERATIVE FOOD     ON 24 DEC CLP
2023-12-27,20-74-09 40406538,-11.89,Contactless Card Purchase,HOME BARGAINS         ON 24 DEC CLP
2023-12-27,20-74-09 40406538,-19.0,Contactless Card Purchase,NEXT RETAIL LTD       ON 24 DEC CLP
2023-12-28,20-74-09 60458872,450.0,Counter Credit,M Tucker              SF BGC
2023-12-28,20-74-09 60458872,-450.0,Funds Transfer,207409 40406538       SOFIAXMAS FT
2023-12-28,20-74-09 40406538,450.0,Funds Transfer,207409 60458872       SOFIAXMAS FT
2023-12-28,20-74-09 40406538,-450.0,Funds Transfer,IVANA VALENTINO       SOFIAXMAS FT
2023-12-28,20-74-09 40406538,-4.99,Contactless Card Purchase,FLEET SOUTH - PRET    ON 27 DEC CLP
2023-12-28,20-74-09 40406538,-4.95,Contactless Card Purchase,WELCOME BREAK-FLEE    ON 27 DEC CLP
2023-12-28,60-83-71 00558156,-18.0,REPAIRS_AND_MAINTENANCE,Peter Taperek 3321 keys 
2023-12-28,60-83-71 00558156,770.0,REVENUE,A Marin RENT+ WATER 
2023-12-28,60-83-71 00558156,925.0,REVENUE,IVANOV M RENTJANUARY 
2023-12-28,60-83-71 00558156,1096.0,REVENUE,K Holman Security deposit 
2023-12-28,20-53-97 30728691,1077.94,Counter Credit,Rsa Capital Limite    Mortgages BGC
2023-12-28,20-53-97 30728691,-436.62,Direct Debit,TOGETHER COMMERCIA    10279063 DDR
2023-12-28,20-53-97 30728691,-38.0,Direct Debit,BOOTS REWARDSCHEME    A45028400000736 DDR
2023-12-28,60-83-71 00558156,-1077.94,INTEREST_PAYMENTS,Ivana Valentino Mortgages 
2023-12-29,20-53-97 30728691,-551.69,Direct Debit,PARAGON BANK PLC      002186357 10124180 DD
2023-12-29,60-83-71 00558156,-1.99,PHONE_AND_INTERNET,Microsoft MICROSOFT*MICROSOFT 36 
2023-12-29,60-83-71 00558156,725.0,REVENUE,ALDINGTON H FLAT 4 321LONDONRD 
2023-12-29,20-74-09 40406538,-15.5,Contactless Card Purchase,MARKS&SPENCER PLC     ON 28 DEC CLP
2023-12-29,20-74-09 60458872,-19.69,Direct Debit,PAYPAL PAYMENT        5CM22229DF5GW DDR
2023-12-29,20-74-09 40406538,-2.25,Contactless Card Purchase,CO OPERATIVE FOOD     ON 28 DEC CLP
2023-12-29,20-53-97 30728691,-551.69,Direct Debit,PARAGON BANK PLC      002186317 10124180 DD
2023-12-29,20-74-09 40406538,-85.23,Card Purchase,SAINSBURYS S/MKTS     ON 28 DEC BCC
2023-12-29,20-74-09 40406538,-1.0,Card Purchase,The Broadway Car P    ON 28 DEC BCC
2023-12-29,20-74-09 40406538,-0.2,Contactless Card Purchase,ZIP YARD              ON 28 DEC CLP
2023-12-29,20-53-97 30728691,-383.41,Direct Debit,BHAM MIDSHIRES        6092036837070000 DDR
2023-12-29,20-53-97 30728691,-571.91,Direct Debit,MORTGAGE TRUST        002197389 10124180 DD
2023-12-29,20-53-97 30728691,-551.69,Direct Debit,PARAGON BANK PLC      002186356 10124180 DD
2023-12-29,60-83-71 00558156,820.0,REVENUE,M Williams RENT 
2023-12-30,60-83-71 00558156,845.0,REVENUE,Martin Bristow MJB rent Jan 
