Date,Account,Amount,Subcategory,Memo
2023-01-05,20-53-97 30728691,-675.0,Bill Payment,RSA CAPITAL LIMITE    M BETTSRENT 111214 BB
2023-01-05,20-53-97 30728691,-458.82,Direct Debit,SKIPTON B.S.          SBS00001/165905969 DD
2023-01-05,20-74-09 40406538,-74.39,Contactless Card Purchase,BOOTS 6407            ON 04 JAN CLP
2023-01-05,60-83-71 00558156,675.0,REVENUE,Ivana Valentino M BETTSRENT 111214 
2023-01-06,60-83-71 00558156,850.0,REVENUE,DANIELLE FULKER 171 flat 3 
2023-01-06,60-83-71 00558156,-570.0,PROFESSIONAL_SERVICES,Premier Accountancy (UK) Limited 5463 Accounts 
2023-01-06,20-74-09 40406538,-54.79,Contactless Card Purchase,WAITROSE              ON 05 JAN CLP
2023-01-06,20-74-09 60458872,-15.0,Standing Order,SSE SOUTHERN ELECT    6882766014 STO
2023-01-08,60-83-71 00558156,-171.95,REPAIRS_AND_MAINTENANCE,Peter Taperek Screw fix 71214 paint 7 12-14 radvzevics departure.
2023-01-08,60-83-71 00558156,-6.49,REPAIRS_AND_MAINTENANCE,Peter Taperek screw fix 41214 floor boards have sunk in flat 412-14 Peter to mend
2023-01-09,20-74-09 40406538,-2.9,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 06 JAN CLP
2023-01-09,20-74-09 40406538,-31.65,Contactless Card Purchase,WAITROSE              ON 06 JAN CLP
2023-01-09,20-53-97 30728691,-445.91,Direct Debit,BHAM MIDSHIRES        6092076502030000 DDR
2023-01-09,20-74-09 40406538,-43.16,Contactless Card Purchase,TESCO STORES 2105     ON 07 JAN CLP
2023-01-09,20-74-09 40406538,-8.0,Direct Debit,ID MOBILE LIMITED     12253154/001 DDR
2023-01-09,20-74-09 40406538,-19.39,Contactless Card Purchase,CO OPERATIVE FOOD     ON 08 JAN CLP
2023-01-09,20-74-09 40406538,-88.0,Bill Payment,IVANA VALENTINO       LIDL BBP
2023-01-09,60-83-71 00558156,632.97,REVENUE,Pcc Housing Benefi 7489 Flat 6 16-18
2023-01-09,20-74-09 40406538,-5.55,Contactless Card Purchase,WAITROSE              ON 06 JAN CLP
2023-01-09,60-83-71 00558156,470.32,REVENUE,BEALS ESTATE AGENT 196A KINGSTON ROAD 
2023-01-09,60-83-71 00558156,685.0,REVENUE,J BOTTLE RENT 
2023-01-09,60-83-71 00558156,79.0,REVENUE,BEALS ESTATE AGENT FLAT 1612-14 ALHAM 
2023-01-09,20-74-09 40406538,-12.85,Contactless Card Purchase,CO OPERATIVE FOOD     ON 06 JAN CLP
2023-01-09,20-74-09 40406538,-73.54,Card Purchase,TESCO PAY AT PUMP     ON 06 JAN BCC
2023-01-09,20-74-09 60458872,-40.94,Direct Debit,BHAM MIDSHIRES        6792116703030000 DDR
2023-01-09,20-74-09 60458872,-20.44,Card Purchase,Amazon.co.uk*1H896    ON 08 JAN BCC
2023-01-10,20-74-09 60458872,-290.46,Direct Debit,BHAM MIDSHIRES        6092096352060000 DDR
2023-01-10,20-74-09 40406538,-6.56,Contactless Card Purchase,BUDGENS               ON 09 JAN CLP
2023-01-10,60-83-71 00558156,452.0,REVENUE,BEALS ESTATE AGENT FLAT 1412-14 ALHAM 
2023-01-10,60-83-71 00558156,900.0,REVENUE,"Marley Callaway & Samuel Pidduck flat 22, 4-6 rent "
2023-01-10,60-83-71 00558156,-145.0,REPAIRS_AND_MAINTENANCE,Lockforce Portsmouth 1102383-1 3 12-14  andrew freer entry after eviction flat 3 12-14
2023-01-10,20-74-09 40406538,-37.56,Contactless Card Purchase,TESCO STORES 2105     ON 09 JAN CLP
2023-01-11,20-74-09 40406538,-31.33,Contactless Card Purchase,BOOTS 6407            ON 10 JAN CLP
2023-01-11,20-74-09 40406538,-18.12,Contactless Card Purchase,MERCEDES BENZ PART    ON 10 JAN CLP
2023-01-11,60-83-71 00558156,320.6,REVENUE,BEALS ESTATE AGENT FLAT 1412-14 ALHAM 
2023-01-11,20-74-09 40406538,-8.16,Contactless Card Purchase,CO OPERATIVE FOOD     ON 10 JAN CLP
2023-01-12,20-74-09 40406538,1500.0,Standing Order,M TUCKER              M TUCKER STO
2023-01-12,60-83-71 00558156,705.0,REVENUE,K PARSON RENT 
2023-01-12,60-83-71 00558156,186.76,REVENUE,BEALS ESTATE AGENT FLAT 68 ALHAMBRA R 
2023-01-12,60-83-71 00558156,525.28,REVENUE,BEALS ESTATE AGENT FLAT 1171 FAWCETT 
2023-01-12,60-83-71 00558156,-10.38,ADMIN,"Amazon Amazon.co.uk*1H2U14224 2 pots of wood filler, repairs for flat 7 12-14"
2023-01-12,60-83-71 00558156,-66.0,REPAIRS_AND_MAINTENANCE,A Beck Plumbing & Heating LTD 14603 101214GS 
2023-01-12,60-83-71 00558156,-84.0,REPAIRS_AND_MAINTENANCE,A Beck Plumbing & Heating LTD 15023 2346blockage 
2023-01-12,60-83-71 00558156,-528.0,REPAIRS_AND_MAINTENANCE,A Beck Plumbing & Heating LTD 15007 1946heating 
2023-01-12,20-74-09 60458872,-288.19,Direct Debit,BHAM MIDSHIRES        6092021491040000 DDR
2023-01-12,60-83-71 00558156,-150.0,REPAIRS_AND_MAINTENANCE,A Beck Plumbing & Heating LTD 15002 4163 GS 
2023-01-12,20-53-97 30728691,-37.68,Direct Debit,AVIVA LIFE            014033997 DDR
2023-01-13,60-83-71 00558156,265.24,REVENUE,BEALS ESTATE AGENT FLAT 68 ALHAMBRA R 
2023-01-13,20-74-09 40406538,1000.0,Counter Credit,Rsa Capital Limite    Directors Wages BGC
2023-01-13,60-83-71 00558156,185.18,REVENUE,BEALS ESTATE AGENT FLAT 1216-18 ALHAM 
2023-01-13,60-83-71 00558156,44.76,REVENUE,BEALS ESTATE AGENT FLAT 1012-14 ALHAM 
2023-01-13,60-83-71 00558156,600.0,REVENUE,HAJEK V FAWCETT169 
2023-01-13,20-74-09 40406538,-6.65,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 11 JAN CLP
2023-01-13,60-83-71 00558156,285.48,REVENUE,BEALS ESTATE AGENT FLAT 3163 FRATTON 
2023-01-13,20-74-09 40406538,-38.36,Contactless Card Purchase,MARKS&SPENCER PLC     ON 12 JAN CLP
2023-01-13,20-74-09 40406538,-75.96,Card Purchase,WM MORRISONS PETRO    ON 12 JAN BCC
2023-01-13,60-83-71 00558156,-1000.0,DIRECTORS_WAGES,Ivana Valentino Directors Wages 
2023-01-13,60-83-71 00558156,675.0,REVENUE,JOHN A RENT 
2023-01-13,60-83-71 00558156,-12.99,ADMIN,Amazon AMZNMKTPLACE AMAZON.CO light bulbs for flat 7 12-14 refurbished of flat
2023-01-13,60-83-71 00558156,436.05,REVENUE,BEALS ESTATE AGENT FLAT 1612-14 ALHAM 
2023-01-13,60-83-71 00558156,487.28,REVENUE,BEALS ESTATE AGENT FLAT 1169 FAWCETT 
2023-01-13,60-83-71 00558156,487.28,REVENUE,BEALS ESTATE AGENT FLAT 2171 FAWCETT 
2023-01-13,20-74-09 40406538,-16.4,Contactless Card Purchase,ALDI STORES 776-97    ON 12 JAN CLP
2023-01-13,20-74-09 40406538,-12.6,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 11 JAN CLP
2023-01-14,60-83-71 00558156,850.0,REVENUE,INGOLDSBY K A FLAT 19 ALHAMBRA 
2023-01-14,60-83-71 00558156,-68.76,PROFESSIONAL_SERVICES,Pcc Moto Payment PCC MOTO PAYMENT 
2023-01-14,60-83-71 00558156,-318.9,PROFESSIONAL_SERVICES,Pcc Moto Payment PCC MOTO PAYMENT paid till end of Jan 318.90. Feb 1 March  £107
2023-01-14,60-83-71 00558156,-132.37,PROFESSIONAL_SERVICES,Pcc Internet Payment PCC INTERNET PAYMENT 23b empty between 31 July 2022-1sept 2022
2023-01-14,60-83-71 00558156,-374.29,PROFESSIONAL_SERVICES,Pcc Moto Payment PCC MOTO PAYMENT flat 88 alhambra paid till Jan. due to pay 124  1st Feb then 1st march
2023-01-15,60-83-71 00558156,-2294.39,INTEREST_PAYMENTS,Ivana Valentino Mortgages 
2023-01-15,60-83-71 00558156,-1623.88,INTEREST_PAYMENTS,Matthew Tucker Mortgages 
2023-01-15,60-83-71 00558156,850.0,REVENUE,MARIA C RENT FLAT 23 4-6 
2023-01-16,20-74-09 60458872,-16.99,Card Purchase,Spotify UK            ON 13 JAN BCC
2023-01-16,20-74-09 40406538,-20.0,Cash Withdrawal,CARDTRONICS UK LTD    BP - ELSTOW INTERC14J
2023-01-16,20-74-09 40406538,-260.28,Card Purchase,MILLENNIUM            ON 13 JAN BCC
2023-01-16,20-74-09 40406538,-21.7,Contactless Card Purchase,CO OPERATIVE FOOD     ON 13 JAN CLP
2023-01-16,20-74-09 40406538,-37.2,Contactless Card Purchase,SALLYSALONSERVICES    ON 13 JAN CLP
2023-01-16,20-74-09 40406538,-28.3,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 13 JAN CLP
2023-01-16,20-74-09 40406538,-10.38,Contactless Card Purchase,BUDGENS               ON 14 JAN CLP
2023-01-16,20-74-09 40406538,-56.05,Contactless Card Purchase,MARKS&SPENCER PLC     ON 14 JAN CLP
2023-01-16,20-74-09 40406538,-6.6,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 14 JAN CLP
2023-01-16,20-74-09 60458872,-61.65,Direct Debit,BT GROUP PLC          GB14092007-000100FIRS
2023-01-16,20-74-09 60458872,-366.23,Direct Debit,LAND ROVER FS         579452160 DDR
2023-01-16,20-53-97 30728691,-451.69,Direct Debit,TOPAZ FIN JASPER      PRU00010/190885203 DD
2023-01-16,20-74-09 60458872,-375.2,Direct Debit,PLATFORM FUNDING      01050228957650 DDR
2023-01-16,60-83-71 00558156,675.0,REVENUE,Barber Bria RENT 
2023-01-16,60-83-71 00558156,750.0,REVENUE,H Jackson FALT7 
2023-01-16,60-83-71 00558156,725.0,REVENUE,"Soumya Xaviour Soumya,Flat1,321 "
2023-01-16,60-83-71 00558156,61.46,REVENUE,BEALS ESTATE AGENT FLAT 616-18 ALHAMB 
2023-01-16,60-83-71 00558156,314.6,REVENUE,BEALS ESTATE AGENT SHOP196 KINGSTON R 
2023-01-16,20-74-09 60458872,-446.08,Direct Debit,PLATFORM FUNDING      01050228979115 DDR
2023-01-16,20-53-97 30728691,-436.45,Direct Debit,TOPAZ FIN JASPER      PRU00010/190959705 DD
2023-01-16,20-53-97 30728691,-451.69,Direct Debit,TOPAZ FIN JASPER      PRU00010/190892600 DD
2023-01-16,20-74-09 40406538,-105.39,Card Purchase,TESCO STORES 2547     ON 15 JAN BCC
2023-01-16,20-53-97 30728691,-436.54,Direct Debit,TOPAZ FIN JASPER      PRU00010/190885105 DD
2023-01-16,20-74-09 40406538,-3.6,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 14 JAN CLP
2023-01-16,20-53-97 30728691,-436.61,Direct Debit,TOPAZ FIN JASPER      PRU00010/190812705 DD
2023-01-16,20-53-97 30728691,-436.45,Direct Debit,TOPAZ FIN JASPER      PRU00010/190859506 DD
2023-01-16,20-74-09 60458872,1623.88,Counter Credit,Rsa Capital Limite    Mortgages BGC
2023-01-16,20-53-97 30728691,2294.39,Counter Credit,Rsa Capital Limite    Mortgages BGC
2023-01-16,20-74-09 60458872,-29.71,Direct Debit,BHAM MIDSHIRES        6792116720030000 DDR
2023-01-16,20-53-97 30728691,-466.71,Direct Debit,BHAM MIDSHIRES        6092045443050000FIRST
2023-01-16,20-53-97 30728691,-375.2,Direct Debit,PLATFORM FUNDING      01050228957685 DDR
2023-01-16,20-53-97 30728691,-436.53,Direct Debit,TOPAZ FIN JASPER      PRU00010/190778206 DD
2023-01-17,20-74-09 40406538,-40.0,Bill Payment,F VALENTINO-KARRAR    BTHDAY BBP
2023-01-17,60-83-71 00558156,-3000.0,INTEREST_PAYMENTS,Ivana Valentino Mortgages 
2023-01-17,60-83-71 00558156,-126.71,PROFESSIONAL_SERVICES,Pcc Moto Payment PCC MOTO PAYMENT 23b Hampshire terrace  pest control. mouse in the bedroom
2023-01-17,60-83-71 00558156,625.0,REVENUE,Ciprian Georgescu F2 321 London Road 
2023-01-17,60-83-71 00558156,612.3,REVENUE,BEALS ESTATE AGENT FLAT 1116-18 ALHAM 
2023-01-17,20-53-97 30728691,3000.0,Counter Credit,Rsa Capital Limite    Mortgages BGC
2023-01-17,60-83-71 00558156,285.31,REVENUE,BEALS ESTATE AGENT FLAT 3163 FRATTON 
2023-01-17,20-74-09 40406538,-11.0,Contactless Card Purchase,BOOTS 6407            ON 16 JAN CLP
2023-01-17,20-74-09 40406538,-21.65,Contactless Card Purchase,MARKS&SPENCER PLC     ON 16 JAN CLP
2023-01-17,20-74-09 40406538,-5.37,Contactless Card Purchase,BUDGENS               ON 16 JAN CLP
2023-01-17,20-74-09 40406538,-3.45,Contactless Card Purchase,43035295 COSTA COF    ON 16 JAN CLP
2023-01-18,20-74-09 40406538,-4.9,Contactless Card Purchase,CO OPERATIVE FOOD     ON 17 JAN CLP
2023-01-18,20-74-09 40406538,-84.25,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 16 JAN CLP
2023-01-18,20-74-09 40406538,-9.98,Card Purchase,AMZNMktplace          ON 17 JAN BCC
2023-01-18,20-74-09 40406538,-18.12,Contactless Card Purchase,MERCEDES BENZ PART    ON 17 JAN CLP
2023-01-18,20-74-09 40406538,-33.52,Card Purchase,AIR UP GMBH           GERMANYON 17 JAN BCC
2023-01-18,60-83-71 00558156,-70.0,REPAIRS_AND_MAINTENANCE,Chris Rogers CR117 13 16-18 co2 
2023-01-18,60-83-71 00558156,-13.99,REPAIRS_AND_MAINTENANCE,Peter Taperek 7 12-14  brushes paint brushes for flat 7 12-14 refurbishment
2023-01-18,60-83-71 00558156,-45.0,REPAIRS_AND_MAINTENANCE,Chris Rogers CR 120 3169co2 
2023-01-18,20-74-09 60458872,-15.99,Direct Debit,PAYPAL PAYMENT        5CM22229DF5GW DDR
2023-01-18,20-53-97 30728691,-297.48,Direct Debit,BHAM MIDSHIRES        6092042862000000FIRST
2023-01-18,60-83-71 00558156,-45.0,REPAIRS_AND_MAINTENANCE,Chris Rogers CR115 316-18 light kitchen lights tripping
2023-01-18,60-83-71 00558156,-35.0,REPAIRS_AND_MAINTENANCE,Chris Rogers CR116 316-18 co2 
2023-01-19,20-74-09 40406538,-52.49,Contactless Card Purchase,NO LIMITZ             ON 18 JAN CLP
2023-01-19,20-74-09 40406538,-1.6,Contactless Card Purchase,CLUB TOWERS           ON 17 JAN CLP
2023-01-19,60-83-71 00558156,700.0,REVENUE,STUKAS G IVANA 
2023-01-19,20-74-09 40406538,-22.8,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 17 JAN CLP
2023-01-19,20-74-09 40406538,-13.85,Card Purchase,AMZNMktplace          ON 18 JAN BCC
2023-01-19,20-74-09 40406538,-7.51,Contactless Card Purchase,BUDGENS               ON 18 JAN CLP
2023-01-19,20-53-97 30728691,388.2,Counter Credit,BEALS ESTATE AGENT    FLAT 1616-18 ALHAM BG
2023-01-20,20-53-97 30728691,-36.88,Direct Debit,ONE CALL INS SERVS    OIP-5-3104389 DDR
2023-01-20,20-74-09 60458872,-3.99,Card Purchase,Prime Video *1A947    ON 19 JAN BCC
2023-01-20,20-74-09 40406538,-7.45,Contactless Card Purchase,BP NEWHAM AVENUE C    ON 18 JAN CLP
2023-01-20,20-53-97 30728691,-10.0,Direct Debit,ID MOBILE LIMITED     11245718/001 DDR
2023-01-23,20-74-09 40406538,-7.65,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 21 JAN CLP
2023-01-23,20-74-09 40406538,-39.06,Card Purchase,SAINSBURY'S S/MKT     ON 20 JAN BCC
2023-01-23,20-74-09 40406538,-6.46,Contactless Card Purchase,BUDGENS               ON 20 JAN CLP
2023-01-23,20-74-09 40406538,-12.02,Contactless Card Purchase,CO OPERATIVE FOOD     ON 20 JAN CLP
2023-01-23,20-74-09 40406538,-7.75,Contactless Card Purchase,SAINSBURY'S S/MKT     ON 20 JAN CLP
2023-01-23,20-74-09 40406538,-9.84,Contactless Card Purchase,BUDGENS               ON 21 JAN CLP
2023-01-23,20-74-09 40406538,-2.1,Contactless Card Purchase,CLUB TOWERS           ON 20 JAN CLP
2023-01-23,20-74-09 40406538,-13.53,Contactless Card Purchase,CO OPERATIVE FOOD     ON 21 JAN CLP
2023-01-23,20-74-09 40406538,-100.0,Contactless Card Purchase,WAGAMAMA 240          ON 21 JAN CLP
2023-01-23,20-74-09 40406538,-49.72,Contactless Card Purchase,CO OPERATIVE FOOD     ON 22 JAN CLP
2023-01-23,60-83-71 00558156,700.0,REVENUE,Ivo Spinola Ramos  
2023-01-23,20-53-97 30728691,-33.11,Credit Payment,INTEREST CHARGED      INTEREST CHARGED
2023-01-23,20-74-09 60458872,-83.0,Credit Payment,INTEREST CHARGED      INTEREST CHARGED
2023-01-23,20-53-97 30728691,-375.01,Direct Debit,BHAM MIDSHIRES        6092076296020000FIRST
2023-01-23,20-53-97 30728691,-10.0,Direct Debit,ID MOBILE LIMITED     11888885/001 DDR
2023-01-23,60-83-71 00558156,235.83,REVENUE,BEALS ESTATE AGENT FLAT 1216-18 ALHAM 
2023-01-23,60-83-71 00558156,45.84,REVENUE,BEALS ESTATE AGENT FLAT 1612-14 ALHAM 
2023-01-23,60-83-71 00558156,750.0,REVENUE,MOORE J W F3 12-14 
2023-01-24,20-74-09 40406538,-7.1,Contactless Card Purchase,43035295 COSTA COF    ON 23 JAN CLP
2023-01-24,20-74-09 40406538,-16.25,Contactless Card Purchase,CO OPERATIVE FOOD     ON 23 JAN CLP
2023-01-24,60-83-71 00558156,442.52,REVENUE,BEALS ESTATE AGENT FLAT 1012-14 ALHAM 
2023-01-24,60-83-71 00558156,880.0,REVENUE,IVANOV M RENTFEB 
2023-01-24,60-83-71 00558156,-19.99,REPAIRS_AND_MAINTENANCE,Peter Taperek 17 4-6 shower curt New shower curtain - causing leak down to flat 15 from bathroom due to shower curtain being too short.
2023-01-25,60-83-71 00558156,675.0,REVENUE,MR MICHAEL BETTS FT11 12-14ALHAMBRA 
2023-01-25,20-74-09 40406538,-56.35,Card Purchase,TESCO STORES 2105     ON 24 JAN BCC
2023-01-25,20-74-09 40406538,-20.93,Card Purchase,Zara.com              ON 24 JAN BCC
2023-01-25,20-74-09 40406538,-8.55,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 23 JAN CLP
2023-01-25,20-74-09 40406538,-8.35,Contactless Card Purchase,BP NEWHAM AVENUE C    ON 23 JAN CLP
2023-01-25,20-74-09 40406538,-3.38,Contactless Card Purchase,BUDGENS               ON 24 JAN CLP
2023-01-25,20-74-09 40406538,-2.15,Contactless Card Purchase,CO OPERATIVE FOOD     ON 24 JAN CLP
2023-01-25,20-74-09 40406538,-43.06,Contactless Card Purchase,MARKS&SPENCER PLC     ON 24 JAN CLP
2023-01-25,20-74-09 40406538,4.95,Card Purchase,Zara.com              ON 24 JAN BCC
2023-01-25,20-74-09 60458872,-5.0,Card Purchase,LAWYER *JUSTANSWR     USAON 24 JAN BCC
2023-01-26,20-74-09 40406538,-22.0,Contactless Card Purchase,BOOTS 6407            ON 25 JAN CLP
2023-01-26,20-74-09 40406538,-34.2,Contactless Card Purchase,BOOTS 6407            ON 25 JAN CLP
2023-01-26,20-74-09 40406538,-5.15,Contactless Card Purchase,HOME BARGAINS         ON 25 JAN CLP
2023-01-26,20-74-09 40406538,-25.5,Contactless Card Purchase,MARKS&SPENCER PLC     ON 25 JAN CLP
2023-01-26,20-74-09 40406538,-19.05,Contactless Card Purchase,WILKO RETAIL LIMIT    ON 25 JAN CLP
