Date,Account,Amount,Subcategory,Memo
2023-06-01,60-83-71 00558156,-320.0,REPAIRS_AND_MAINTENANCE,Alhambra Road M Tucker SC 
2023-06-01,60-83-71 00558156,100.0,REVENUE,Lordswood Estates M Tucker SC 
2023-06-01,60-83-71 00558156,-100.0,REPAIRS_AND_MAINTENANCE,Lordswood Estates M Tucker SC 
2023-06-01,60-83-71 00558156,-315.0,REPAIRS_AND_MAINTENANCE,ALHHAMBRA ROAD M Tucker SC 
2023-06-01,60-83-71 00558156,-465.0,REPAIRS_AND_MAINTENANCE,Alhambra Road M Tucker SC 
2023-06-01,60-83-71 00558156,-156.15,REPAIRS_AND_MAINTENANCE,Portsmouth City Council 105994013 5 12-14 
2023-06-01,20-53-97 30728691,5340.48,Counter Credit,Rsa Capital Limite    Mortgages BGC
2023-06-01,20-74-09 40406538,26.99,Card Purchase,WWW.SCHOOLUNIFORM.    ON 31 MAY BCC
2023-06-01,20-74-09 60458872,-50.0,Standing Order,NATIONWIDE            0604/229172770 STO
2023-06-01,20-74-09 60458872,-2441.66,Direct Debit,THE HARPUR TRUST D    BSTUCKM8 DDR
2023-06-01,20-74-09 60458872,-1586.85,Direct Debit,THE HARPUR TRUST D    BSTUCKM8 DDR
2023-06-01,20-74-09 60458872,-1649.0,Direct Debit,THE HARPUR TRUST D    GVALS1 DDR
2023-06-01,20-74-09 60458872,-32.76,Direct Debit,PIC RE ARGOS PET      PETAG934657920001 DDR
2023-06-02,20-74-09 40406538,-40.39,Contactless Card Purchase,CO OPERATIVE FOOD     ON 01 JUN CLP
2023-06-02,20-74-09 60458872,-300.0,Standing Order,G & F VALENTINO       M TUCKER STO
2023-06-02,20-74-09 40406538,-106.5,Direct Debit,CLUB TOWERS LTD       3QXSY9V DDR
2023-06-02,20-53-97 30728691,-37.95,Direct Debit,L&G INSURANCE MI      0114399215-230602 DDR
2023-06-02,60-83-71 00558156,925.0,REVENUE,MANGATTU KIZ Rent 
2023-06-03,60-83-71 00558156,725.0,REVENUE,"Soumya Xaviour Soumya,Flat1,321 "
2023-06-05,60-83-71 00558156,-6934.86,INTEREST_PAYMENTS,Ivana Valentino Mortgages 
2023-06-05,20-74-09 60458872,-10.0,Direct Debit,SHEPHERDS FRIENDLY    PN026484A DDR
2023-06-05,60-83-71 00558156,850.0,REVENUE,DANIELLE FULKER 171 flat 3 
2023-06-05,60-83-71 00558156,-130.0,REPAIRS_AND_MAINTENANCE, Above And Beyond (South) Ltd 1911 23 com carpet comunal carpet clean for 23
2023-06-05,20-74-09 40406538,-7.9,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 31 MAY CLP
2023-06-05,20-74-09 60458872,-10.0,Standing Order,UNITY MUTUAL KU CT    PL684048A VALENTNO ST
2023-06-05,20-74-09 40406538,-42.69,Contactless Card Purchase,TESCO STORES 2105     ON 03 JUN CLP
2023-06-05,20-53-97 30728691,-479.93,Direct Debit,SKIPTON B.S.          SBS00001/165905969 DD
2023-06-05,20-53-97 30728691,-638.85,Direct Debit,TOPAZ FIN JASPER      PRU00010/191462710 DD
2023-06-05,20-53-97 30728691,-406.14,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/130654303 DD
2023-06-05,20-53-97 30728691,-445.01,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/131188407 DD
2023-06-05,20-74-09 40406538,-93.61,Contactless Card Purchase,TESCO STORES 2105     ON 02 JUN CLP
2023-06-05,20-53-97 30728691,-400.83,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/132514207 DD
2023-06-05,20-53-97 30728691,6934.86,Counter Credit,Rsa Capital Limite    Mortgages BGC
2023-06-05,20-53-97 30728691,-525.63,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/137376104 DD
2023-06-05,20-53-97 30728691,-444.91,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/131992707 DD
2023-06-05,20-53-97 30728691,-594.17,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/137376006 DD
2023-06-05,20-53-97 30728691,-655.85,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/134467209 DD
2023-06-05,20-53-97 30728691,-633.18,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/134338410 DD
2023-06-05,20-53-97 30728691,-519.7,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/134121904 DD
2023-06-05,20-53-97 30728691,-632.71,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/134332909 DD
2023-06-05,20-53-97 30728691,-520.0,Direct Debit,TOPAZ FIN ROSINCA     BLA00010/134333009 DD
2023-06-06,20-74-09 40406538,-54.52,Contactless Card Purchase,SCOTT VETERINARY C    ON 03 JUN CLP
2023-06-06,20-74-09 40406538,-14.96,Contactless Card Purchase,LIDL GB BEDFORD       ON 05 JUN CLP
2023-06-06,20-74-09 40406538,-23.9,Card Purchase,CO OPERATIVE FOOD     ON 05 JUN BCC
2023-06-06,20-74-09 40406538,1000.0,Counter Credit,M Tucker              M TUCKER BGC
2023-06-06,60-83-71 00558156,196.6,REVENUE,BEALS ESTATE AGENT FLAT 2171 FAWCETT 
2023-06-06,60-83-71 00558156,612.3,REVENUE,BEALS ESTATE AGENT 196A KINGSTON ROAD 
2023-06-06,60-83-71 00558156,-204.0,REPAIRS_AND_MAINTENANCE,Express Electrical Services Ltd 21504 EL Fawcett 
2023-06-07,60-83-71 00558156,685.0,REVENUE,J BOTTLE RENT 
2023-06-07,60-83-71 00558156,185.0,REVENUE,6 8 Alhambra Road SEQUENCE  UK  LIMI 
2023-06-07,60-83-71 00558156,700.0,REVENUE,SUSAN PARKINSON rent 
2023-06-07,20-74-09 40406538,-68.8,Card Purchase,SHELL 3 ELSTOW ROA    ON 06 JUN BCC
2023-06-07,20-74-09 40406538,-8.0,Direct Debit,ID MOBILE LIMITED     12253154/001 DDR
2023-06-07,60-83-71 00558156,-950.0,WORKPLACE,Tds.Gb WWW.TDS.GB.COM Martin Bristow deposit £950 registered with TDS flat 6 block 8 received 30 may 23
2023-06-08,60-83-71 00558156,452.0,REVENUE,BEALS ESTATE AGENT FLAT 1412-14 ALHAM 
2023-06-08,60-83-71 00558156,-59.99,REPAIRS_AND_MAINTENANCE,Amazon AMZNMKTPLACE AMAZON.CO dry zone paint for flat 12 16-18 caused by leaking roof needs to be paid out of alhambra  management 
2023-06-08,20-53-97 30728691,-579.81,Direct Debit,BHAM MIDSHIRES        6092076502030000 DDR
2023-06-08,20-74-09 40406538,-9.65,Contactless Card Purchase,THE HIGHLANDS PHAR    ON 07 JUN CLP
2023-06-08,20-74-09 40406538,-36.79,Contactless Card Purchase,TESCO STORES 2105     ON 07 JUN CLP
2023-06-08,20-74-09 60458872,-15.99,Card Purchase,AMZNMktplace          ON 07 JUN BCC
2023-06-09,20-53-97 30728691,-53.16,Direct Debit,BHAM MIDSHIRES        6792116703030000 DDR
2023-06-09,20-74-09 40406538,-5.45,Contactless Card Purchase,SHELL 3 ELSTOW ROA    ON 08 JUN CLP
2023-06-09,60-83-71 00558156,900.0,REVENUE,"Marley Callaway & Samuel Pidduck flat 22, 4-6 rent "
2023-06-12,20-74-09 40406538,-31.15,Contactless Card Purchase,CO OPERATIVE FOOD     ON 11 JUN CLP
2023-06-12,20-74-09 40406538,-27.02,Contactless Card Purchase,HOME BARGAINS         ON 10 JUN CLP
2023-06-12,20-74-09 40406538,-74.58,Contactless Card Purchase,TESCO STORES 2105     ON 09 JUN CLP
2023-06-12,20-74-09 40406538,-8.5,Contactless Card Purchase,IMO CAR WASH BEDFO    ON 09 JUN CLP
2023-06-12,20-74-09 40406538,-5.0,Contactless Card Purchase,TESCO STORES 2105     ON 09 JUN CLP
2023-06-12,20-74-09 40406538,-6.74,Contactless Card Purchase,TESCO STORES 2105     ON 09 JUN CLP
2023-06-12,20-74-09 40406538,-10.95,Contactless Card Purchase,COSTA COFFEE 43011    ON 09 JUN CLP
2023-06-12,20-74-09 40406538,-43.62,Card Purchase,TESCO PAY AT PUMP     ON 09 JUN BCC
2023-06-12,60-83-71 00558156,705.0,REVENUE,K PARSON RENT 
2023-06-12,20-74-09 60458872,-21.71,Card Purchase,AMZNMktplace          ON 09 JUN BCC
2023-06-12,20-53-97 30728691,-373.51,Direct Debit,BHAM MIDSHIRES        6092021491040000 DDR
2023-06-12,20-53-97 30728691,-414.39,Direct Debit,BHAM MIDSHIRES        6092096352060000 DDR
2023-06-12,20-53-97 30728691,-37.68,Direct Debit,AVIVA LIFE            014033997 DDR
2023-06-12,20-74-09 60458872,-13.14,Direct Debit,PAYPAL PAYMENT        5CM22229DF5GW DDR
2023-06-12,20-74-09 60458872,-12.69,Card Purchase,AMZNMktplace          ON 09 JUN BCC
2023-06-13,20-74-09 60458872,500.0,Counter Credit,M Tucker BGC          M Tucker BGC
2023-06-13,20-74-09 60458872,-10.0,Funds Transfer,SOFIA                 DADLOVESYOUX FT
2023-06-13,60-83-71 00558156,600.0,REVENUE,HAJEK V FAWCETT169 
2023-06-13,20-74-09 40406538,-3.68,Contactless Card Purchase,BUDGENS               ON 12 JUN CLP
2023-06-13,20-74-09 40406538,-101.42,Card Purchase,TESCO STORES 2547     ON 12 JUN BCC
2023-06-13,20-74-09 40406538,-50.0,Cash Withdrawal,NOTEMACHINE           ELSTOW SS13JUN 10.58 
2023-06-13,20-53-97 30728691,1458.55,Counter Credit,Rsa Capital Limite    Mortgages BGC
2023-06-13,60-83-71 00558156,-256.51,REPAIRS_AND_MAINTENANCE,"Portsmouth City Council 105971175   7,8  "
2023-06-13,60-83-71 00558156,-1458.55,INTEREST_PAYMENTS,Ivana Valentino Mortgages 
2023-06-13,60-83-71 00558156,795.5,REVENUE,BEALS ESTATE AGENT FLAT 1171 FAWCETT 
2023-06-13,60-83-71 00558156,320.6,REVENUE,BEALS ESTATE AGENT FLAT 1412-14 ALHAM 
2023-06-14,20-74-09 40406538,-80.44,Contactless Card Purchase,SHELL 3 ELSTOW ROA    ON 13 JUN CLP
2023-06-14,20-74-09 40406538,-8.9,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 12 JUN CLP
2023-06-14,20-74-09 40406538,-53.0,Card Purchase,WWWBEDFORDSCHOOLOR    ON 13 JUN BCC
2023-06-14,20-74-09 40406538,-41.89,Contactless Card Purchase,TESCO STORES 2105     ON 13 JUN CLP
2023-06-14,20-74-09 40406538,-4.17,Contactless Card Purchase,BUDGENS               ON 13 JUN CLP
2023-06-14,20-74-09 60458872,25.0,Counter Credit,X04025220             childrens christma BG
2023-06-14,20-74-09 60458872,-70.52,Direct Debit,BT GROUP PLC          GB14092007-000105 DDR
2023-06-14,60-83-71 00558156,850.0,REVENUE,INGOLDSBY K A FLAT 19 ALHAMBRA 
2023-06-14,60-83-71 00558156,-15.97,PROFESSIONAL_SERVICES,Pcc Internet Payment PCC INTERNET PAYMENT flat 6 block 8 last bill before new tenant in
2023-06-14,60-83-71 00558156,675.0,REVENUE,Barber Bria RENT 
2023-06-14,20-74-09 60458872,-16.99,Card Purchase,Spotify P23AFA62BB    ON 13 JUN BCC
2023-06-15,60-83-71 00558156,-5171.47,INTEREST_PAYMENTS,Ivana Valentino Mortgages 
2023-06-15,60-83-71 00558156,850.0,REVENUE,MARIA C RENT FLAT 23 4-6 
2023-06-15,60-83-71 00558156,612.3,REVENUE,BEALS ESTATE AGENT FLAT 1116-18 ALHAM 
2023-06-15,60-83-71 00558156,314.6,REVENUE,BEALS ESTATE AGENT SHOP196 KINGSTON R 
2023-06-15,20-74-09 40406538,-11.0,Contactless Card Purchase,BP NEWHAM AVENUE C    ON 13 JUN CLP
2023-06-15,20-74-09 40406538,-6.65,Contactless Card Purchase,TESCO STORES 2547     ON 14 JUN CLP
2023-06-15,20-74-09 40406538,-4.17,Contactless Card Purchase,SHELL 3 ELSTOW ROA    ON 14 JUN CLP
2023-06-15,20-74-09 60458872,-366.23,Direct Debit,LAND ROVER FS         579452160 DDR
2023-06-15,20-53-97 30728691,5171.47,Counter Credit,Rsa Capital Limite    Mortgages BGC
2023-06-15,20-53-97 30728691,-519.62,Direct Debit,TOPAZ FIN JASPER      PRU00010/190959705 DD
2023-06-15,20-53-97 30728691,-537.76,Direct Debit,TOPAZ FIN JASPER      PRU00010/190892600 DD
2023-06-15,20-53-97 30728691,-537.76,Direct Debit,TOPAZ FIN JASPER      PRU00010/190885203 DD
2023-06-15,20-53-97 30728691,-519.73,Direct Debit,TOPAZ FIN JASPER      PRU00010/190885105 DD
2023-06-15,20-53-97 30728691,-519.62,Direct Debit,TOPAZ FIN JASPER      PRU00010/190859506 DD
2023-06-15,20-53-97 30728691,-519.81,Direct Debit,TOPAZ FIN JASPER      PRU00010/190812705 DD
2023-06-15,20-53-97 30728691,-519.71,Direct Debit,TOPAZ FIN JASPER      PRU00010/190778206 DD
2023-06-15,20-53-97 30728691,-558.3,Direct Debit,PLATFORM FUNDING      01050228979115 DDR
2023-06-15,20-74-09 40406538,-4.85,Contactless Card Purchase,CO OPERATIVE FOOD     ON 14 JUN CLP
2023-06-15,20-53-97 30728691,-469.58,Direct Debit,PLATFORM FUNDING      01050228957650 DDR
2023-06-15,20-53-97 30728691,-469.58,Direct Debit,PLATFORM FUNDING      01050228957685 DDR
2023-06-16,20-74-09 40406538,-9.06,Contactless Card Purchase,BUDGENS               ON 15 JUN CLP
2023-06-16,20-74-09 40406538,-6.84,Contactless Card Purchase,CO OPERATIVE FOOD     ON 15 JUN CLP
2023-06-16,20-53-97 30728691,-38.68,Direct Debit,BHAM MIDSHIRES        6792116720030000 DDR
2023-06-16,20-74-09 60458872,-15.99,Direct Debit,PAYPAL PAYMENT        5CM22229DF5GW DDR
2023-06-16,20-74-09 40406538,-41.4,Contactless Card Purchase,MARKS&SPENCER PLC     ON 15 JUN CLP
2023-06-16,20-74-09 40406538,-3.95,Contactless Card Purchase,COSTA COFFEE 43011    ON 15 JUN CLP
2023-06-16,60-83-71 00558156,32.72,REVENUE,BEALS ESTATE AGENT FLAT 3163 FRATTON 
2023-06-16,20-53-97 30728691,-630.02,Direct Debit,BHAM MIDSHIRES        6092045443050000 DDR
2023-06-17,60-83-71 00558156,-3.99,REPAIRS_AND_MAINTENANCE,Budgens BUDGENS phone charge cable
2023-06-17,60-83-71 00558156,675.0,REVENUE,JOHN A RENT 
2023-06-19,20-74-09 60458872,-25.0,Funds Transfer,ROCCO                 NANNYSUE FT
2023-06-19,20-74-09 60458872,-300.0,Funds Transfer,ROCCO                 HAPPY15BIRTHDAY FT
2023-06-19,20-74-09 40406538,-23.09,Card Purchase,AMZNMktplace          ON 16 JUN BCC
2023-06-19,60-83-71 00558156,775.0,REVENUE,M AYLIFFE 7 16-18 ALHAMBRA 
2023-06-19,20-53-97 30728691,-386.43,Direct Debit,BHAM MIDSHIRES        6092042862000000 DDR
2023-06-19,20-74-09 40406538,-2.0,Contactless Card Purchase,MILTON KEYNES PARK    ON 16 JUN CLP
2023-06-19,20-74-09 40406538,-32.2,Contactless Card Purchase,CREAMS CAFE           ON 17 JUN CLP
2023-06-19,20-74-09 40406538,-27.48,Contactless Card Purchase,CO OPERATIVE FOOD     ON 17 JUN CLP
2023-06-19,20-74-09 40406538,-4.35,Contactless Card Purchase,CO OPERATIVE FOOD     ON 17 JUN CLP
2023-06-19,20-74-09 40406538,-9.93,Contactless Card Purchase,SHELL 3 ELSTOW ROA    ON 16 JUN CLP
2023-06-19,20-74-09 40406538,-50.18,Contactless Card Purchase,MARKS&SPENCER PLC     ON 16 JUN CLP
2023-06-20,20-74-09 40406538,-2.0,Contactless Card Purchase,MILTON KEYNES PARK    ON 19 JUN CLP
2023-06-20,20-74-09 60458872,-18.38,Card Purchase,AMZNMktplace          ON 19 JUN BCC
2023-06-20,20-74-09 40406538,-5.42,Contactless Card Purchase,SHELL 3 ELSTOW ROA    ON 19 JUN CLP
2023-06-20,20-53-97 30728691,-36.88,Direct Debit,ONE CALL INSURANCE    OIP-5-3104389 DDR
2023-06-20,20-74-09 40406538,-70.52,Card Purchase,TESCO STORES 2105     ON 19 JUN BCC
2023-06-21,60-83-71 00558156,770.0,REVENUE,S Parkinson FLAT21 46ALHAMBRA 
2023-06-21,20-74-09 40406538,-7.26,Contactless Card Purchase,SHELL 3 ELSTOW ROA    ON 20 JUN CLP
2023-06-21,20-74-09 40406538,-25.65,Contactless Card Purchase,CO OPERATIVE FOOD     ON 20 JUN CLP
2023-06-21,20-74-09 40406538,-7.9,Contactless Card Purchase,CO OPERATIVE FOOD     ON 20 JUN CLP
2023-06-21,20-74-09 40406538,-38.96,Contactless Card Purchase,BOOTS 6407            ON 20 JUN CLP
2023-06-21,20-74-09 60458872,-28.99,Card Purchase,AMZNMktplace          ON 20 JUN BCC
2023-06-21,20-74-09 60458872,-0.98,Credit Payment,INTEREST CHARGED      INTEREST CHARGED
2023-06-21,20-53-97 30728691,-10.0,Direct Debit,ID MOBILE LIMITED     11888885/001 DDR
2023-06-21,20-53-97 30728691,-10.0,Direct Debit,ID MOBILE LIMITED     11245718/001 DDR
2023-06-22,20-74-09 40406538,-60.24,Contactless Card Purchase,TESCO STORES 2547     ON 21 JUN CLP
2023-06-22,60-83-71 00558156,536.0,REVENUE,BEALS ESTATE AGENT FLAT 1012-14 ALHAM 
2023-06-22,60-83-71 00558156,78.27,REVENUE,BEALS ESTATE AGENT FLAT 1216-18 ALHAM 
2023-06-22,20-74-09 40406538,-46.0,Contactless Card Purchase,SHELL 3 ELSTOW ROA    ON 21 JUN CLP
2023-06-22,20-74-09 40406538,-1.19,Credit Payment,INTEREST CHARGED      INTEREST CHARGED
2023-06-22,20-74-09 60458872,500.0,Counter Credit,M Tucker BGC          M Tucker BGC
2023-06-22,20-74-09 60458872,-80.0,Funds Transfer,ROCCO                 NANNYFRANCSABEAN FT
2023-06-22,20-74-09 40406538,500.0,Counter Credit,M Tucker              M TUCKER BGC
2023-06-22,20-53-97 30728691,-487.69,Direct Debit,BHAM MIDSHIRES        6092076296020000 DDR
2023-06-22,20-53-97 30728691,-7.47,Credit Payment,INTEREST CHARGED      INTEREST CHARGED
2023-06-23,20-74-09 40406538,-12.55,Contactless Card Purchase,TESCO STORES 2105     ON 22 JUN CLP
2023-06-23,60-83-71 00558156,625.0,REVENUE,Ciprian Georgescu F2 321 London Road 
2023-06-23,60-83-71 00558156,880.0,REVENUE,IVANOV M RENTJULY 
2023-06-23,60-83-71 00558156,-1607.17,INTEREST_PAYMENTS,Ivana Valentino Mortgages 
2023-06-23,60-83-71 00558156,700.0,REVENUE,Ivo Spinola Ramos  
2023-06-23,60-83-71 00558156,61.37,REVENUE,BEALS ESTATE AGENT FLAT 2171 FAWCETT 
2023-06-23,60-83-71 00558156,750.0,REVENUE,MOORE J W F3 12-14 
2023-06-23,60-83-71 00558156,750.0,REVENUE,"A Joy ANGEL  ,FLAT 7 "
2023-06-23,20-53-97 30728691,1607.17,Counter Credit,Rsa Capital Limite    Mortgages BGC
2023-06-23,20-74-09 60458872,-15.0,Standing Order,SSE SOUTHERN ELECT    6882766014 STO
2023-06-26,60-83-71 00558156,76.3,REVENUE,BEALS ESTATE AGENT FLAT 1012-14 ALHAM 
2023-06-26,60-83-71 00558156,675.0,REVENUE,MR MICHAEL BETTS FT11 12-14ALHAMBRA 
2023-06-26,20-53-97 30728691,-15.12,Direct Debit,H3G                   980404269602220623 DD
2023-06-26,60-83-71 00558156,538.52,REVENUE,Pcc Housing Benefi 7489 
2023-06-26,20-74-09 60458872,-10.99,Card Purchase,Microsoft*Ultimate    ON 26 JUN BCC
2023-06-26,20-74-09 40406538,-61.8,Card Purchase,TESCO PAY AT PUMP     ON 24 JUN BCC
2023-06-26,20-74-09 40406538,-118.05,Card Purchase,TESCO STORES 2105     ON 24 JUN BCC
2023-06-26,20-74-09 40406538,-7.6,Contactless Card Purchase,CO OPERATIVE FOOD     ON 23 JUN CLP
2023-06-26,20-74-09 40406538,-1.0,Contactless Card Purchase,MILTON KEYNES PARK    ON 23 JUN CLP
2023-06-26,20-74-09 40406538,-23.68,Contactless Card Purchase,LIDL GB BEDFORD       ON 24 JUN CLP
2023-06-27,60-83-71 00558156,-42.0,REPAIRS_AND_MAINTENANCE,A Beck Plumbing & Heating LTD 16635 11 16-18 c02 co2 alarm
2023-06-27,60-83-71 00558156,-84.0,REPAIRS_AND_MAINTENANCE,A Beck Plumbing & Heating LTD 16497 6 8 sink blocked sink... new tenant
2023-06-27,60-83-71 00558156,-168.0,REPAIRS_AND_MAINTENANCE,A Beck Plumbing & Heating LTD 16631 3 169 airven drainage problems at fawcett road 
2023-06-27,60-83-71 00558156,-8.99,ADMIN,Amazon Prime Amazon Prime*I65WO92P5 
2023-06-27,60-83-71 00558156,-294.0,REPAIRS_AND_MAINTENANCE,A Beck Plumbing & Heating LTD 16563 61618 hobgs 
2023-06-27,20-74-09 40406538,-11.5,Contactless Card Purchase,SPECSAVERS            ON 26 JUN CLP
2023-06-27,20-74-09 40406538,-12.45,Contactless Card Purchase,SHELL 3 ELSTOW ROA    ON 26 JUN CLP
2023-06-27,20-74-09 40406538,-7.34,Contactless Card Purchase,SHELL 3 ELSTOW ROA    ON 26 JUN CLP
2023-06-27,20-74-09 40406538,-50.52,Contactless Card Purchase,SAINSBURY'S S/MKT     ON 26 JUN CLP
2023-06-28,20-74-09 40406538,1.0,Standing Order,Rsa Capital Limite    Rsa Capital STO
2023-06-28,20-74-09 40406538,-26.0,Card Purchase,WWWBEDFORDSCHOOLOR    ON 27 JUN BCC
2023-06-28,20-74-09 40406538,-9.95,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 26 JUN CLP
2023-06-28,60-83-71 00558156,-1.99,PHONE_AND_INTERNET,Microsoft Microsoft*Microsoft 36 
2023-06-28,20-53-97 30728691,-436.62,Direct Debit,TOGETHER COMMERCIA    10279063 DDR
2023-06-28,20-53-97 30728691,-36.0,Direct Debit,BOOTS REWARDSCHEME    A45028400000736 DDR
2023-06-28,60-83-71 00558156,700.0,REVENUE,MISS SOPHIE H BEDF FLT 17 46 ALHAMBRA 
2023-06-28,60-83-71 00558156,-1.0,DIRECTORS_WAGES,Ivana Valentino Rsa Capital 
2023-06-29,20-74-09 40406538,-14.65,Contactless Card Purchase,TESCO STORES 2105     ON 28 JUN CLP
2023-06-29,60-83-71 00558156,591.88,REVENUE,BEALS ESTATE AGENT FLAT 3163 FRATTON 
2023-06-29,60-83-71 00558156,584.75,REVENUE,BEALS ESTATE AGENT FLAT 1612-14 ALHAM 
2023-06-29,60-83-71 00558156,493.28,REVENUE,BEALS ESTATE AGENT FLAT 1216-18 ALHAM 
2023-06-29,60-83-71 00558156,770.0,REVENUE,A Marin RENT+ WATER 
2023-06-29,60-83-71 00558156,-831.45,INTEREST_PAYMENTS,Ivana Valentino Mortgages 
2023-06-29,60-83-71 00558156,331.42,REVENUE,BEALS ESTATE AGENT FLAT 2171 FAWCETT 
2023-06-29,60-83-71 00558156,152.56,REVENUE,BEALS ESTATE AGENT FLAT 1169 FAWCETT 
2023-06-29,60-83-71 00558156,-345.0,REPAIRS_AND_MAINTENANCE,CLASSIC CARPETS PORTSMOUTH LIMITED 190 78 carpet New carpets
2023-06-29,20-74-09 40406538,-17.3,Contactless Card Purchase,CO OPERATIVE FOOD     ON 28 JUN CLP
2023-06-29,20-53-97 30728691,-343.71,Direct Debit,BHAM MIDSHIRES        6092036837070000 DDR
2023-06-29,20-53-97 30728691,831.45,Counter Credit,Rsa Capital Limite    Mortgages BGC
2023-06-29,60-83-71 00558156,-744.0,REPAIRS_AND_MAINTENANCE,A Beck Plumbing & Heating LTD 16680 fawcet block whole block blockage
2023-06-29,60-83-71 00558156,-457.0,REPAIRS_AND_MAINTENANCE,CLASSIC CARPETS PORTSMOUTH LIMITED 189 68 carpets New carpets
2023-06-29,20-74-09 40406538,-5.15,Contactless Card Purchase,CO OPERATIVE FOOD     ON 28 JUN CLP
2023-06-30,60-83-71 00558156,820.0,REVENUE,M Williams RENT 
2023-06-30,60-83-71 00558156,612.3,REVENUE,BEALS ESTATE AGENT FLAT 1616-18 ALHAM 
2023-06-30,60-83-71 00558156,845.0,REVENUE,M Bristow Martin Bristow Jul 
2023-06-30,60-83-71 00558156,725.0,REVENUE,ALDINGTON H FLAT 4 321LONDONRD 
2023-06-30,60-83-71 00558156,900.0,REVENUE,FYLES GR RENTF1 16-18 ALHAM 
2023-06-30,20-53-97 30728691,-515.69,Direct Debit,PARAGON BANK PLC      002186357 10122340 DD
2023-06-30,20-53-97 30728691,-515.69,Direct Debit,PARAGON BANK PLC      002186356 10122340 DD
2023-06-30,20-53-97 30728691,-515.69,Direct Debit,PARAGON BANK PLC      002186317 10122340 DD
2023-06-30,20-53-97 30728691,-533.31,Direct Debit,MORTGAGE TRUST        002197389 10122340 DD
2023-06-30,20-74-09 40406538,-76.55,Contactless Card Purchase,TESCO STORES 2105     ON 29 JUN CLP
2023-06-30,60-83-71 00558156,-2080.38,INTEREST_PAYMENTS,Ivana Valentino Mortgages 
,,,,nan
,,,,nan
